Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,NameASCII,PlayerId,MLBAMID
"Christian Walker","ARI",130,479,552,120,68,26,0,26,72,84,55,4,133,10,8,0,12,2,2,0.25052192,"Christian Walker",13419,572233
"Nolan Schanuel","LAA",147,519,607,130,98,19,0,13,62,54,68,0,103,9,7,3,14,10,1,0.250481695,"Nolan Schanuel",33189,694384
"Jake Burger","MIA",137,535,579,134,81,23,1,29,68,76,31,2,150,9,4,0,11,1,1,0.250467289,"Jake Burger",22275,669394
"Adley Rutschman","BAL",148,571,638,143,102,21,1,19,68,79,58,3,103,2,7,0,9,1,0,0.250437828,"Adley Rutschman",26288,668939
"Gio Urshela","- - -",128,432,461,108,79,19,1,9,34,52,23,1,72,1,5,0,13,0,0,0.25,"Gio Urshela",10681,570482
"Forrest Wall","- - -",16,32,35,8,8,0,0,0,4,1,3,0,8,0,0,0,0,4,3,0.25,"Forrest Wall",16496,657088
"Chadwick Tromp","ATL",19,52,54,13,7,6,0,0,3,6,1,0,17,0,1,0,2,0,0,0.25,"Chadwick Tromp",16953,644433
"Myles Straw","CLE",7,4,4,1,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0.25,"Myles Straw",17620,664702
"David Fletcher","ATL",5,8,9,2,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0.25,"David Fletcher",17992,664058
"Ronald Acuña Jr.","ATL",49,192,222,48,35,8,1,4,38,15,27,0,53,3,0,0,4,16,3,0.25,"Ronald Acuna Jr.",18401,660670
"Conner Capel","CIN",5,8,8,2,2,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0.25,"Conner Capel",19983,668843
"José Devers","MIA",3,4,4,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.25,"Jose Devers",20540,672701
"Cal Stevenson","PHI",18,24,27,6,3,3,0,0,2,6,3,0,4,0,0,0,1,0,0,0.25,"Cal Stevenson",22411,670276
"Eric Wagaman","LAA",18,72,74,18,11,5,0,2,6,10,2,0,17,0,0,0,1,0,0,0.25,"Eric Wagaman",23395,676572
"Cade Marlowe","SEA",8,8,9,2,2,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0.25,"Cade Marlowe",25505,687799
"Jacob Wilson","OAK",28,92,103,23,19,2,2,0,11,3,8,0,10,1,1,1,4,0,0,0.25,"Jacob Wilson",33266,805779
"Zach Neto","LAA",155,542,602,135,77,34,1,23,70,77,39,1,140,16,1,4,14,30,10,0.24907749,"Zach Neto",31347,687263
"Josh Bell","- - -",145,538,603,134,90,23,2,19,62,71,51,1,120,6,3,0,22,0,1,0.249070631,"Josh Bell",13145,605137
"Brandon Marsh","PHI",135,418,476,104,68,17,3,16,55,60,50,0,154,2,5,1,2,19,3,0.248803827,"Brandon Marsh",20202,669016
"Junior Caminero","TBR",43,165,177,41,25,9,1,6,15,18,11,2,38,1,0,0,2,2,0,0.248484848,"Junior Caminero",28163,691406
"Mike Tauchman","CHC",109,298,350,74,54,12,1,7,50,29,47,0,70,4,1,0,7,6,2,0.248322147,"Mike Tauchman",15274,643565
"David Hamilton","BOS",98,294,317,73,47,17,1,8,47,28,22,0,80,1,0,0,1,33,4,0.248299319,"David Hamilton",27531,666152
"Andy Pages","LAD",116,403,443,100,63,23,1,13,65,46,29,0,108,6,4,0,8,1,2,0.248138957,"Andy Pages",24816,681624
"Michael Busch","CHC",152,496,567,123,72,28,2,21,73,65,63,1,162,4,4,0,9,2,1,0.24798387,"Michael Busch",26319,683737
"Will Smith","LAD",128,476,544,118,72,24,2,20,77,75,51,6,105,9,8,0,8,1,1,0.247899159,"Will Smith",19197,669257
"Kyle Schwarber","PHI",150,573,692,142,82,22,0,38,110,104,106,4,197,5,8,0,6,5,3,0.247818499,"Kyle Schwarber",16478,656941
"Jerar Encarnacion","SFG",35,113,119,28,18,5,0,5,13,19,5,0,34,0,1,0,0,1,0,0.24778761,"Jerar Encarnacion",21871,666464
"Tommy Pham","- - -",116,440,478,109,77,20,3,9,49,39,35,0,106,2,1,0,5,7,3,0.247727272,"Tommy Pham",2967,502054
"Jonathan India","CIN",151,533,637,132,87,28,2,15,84,58,80,0,125,15,7,2,16,13,2,0.247654784,"Jonathan India",21523,663697
"Tyrone Taylor","NYM",130,319,345,79,47,22,3,7,47,35,19,1,80,5,1,1,4,11,2,0.247648902,"Tyrone Taylor",13675,621438
"Oswaldo Cabrera","NYY",109,299,326,74,55,11,0,8,47,36,21,0,63,1,3,2,6,4,2,0.247491638,"Oswaldo Cabrera",21707,665828
"Willi Castro","MIN",158,558,635,138,90,31,5,12,89,60,51,0,150,21,4,1,8,14,9,0.247311827,"Willi Castro",17338,650489
"Blaze Alexander","ARI",61,166,185,41,31,7,0,3,19,21,15,0,49,3,0,1,1,3,1,0.246987951,"Blaze Alexander",23789,677942
"Matt Chapman","SFG",154,575,647,142,74,39,2,27,98,78,64,3,158,6,2,0,13,15,2,0.246956521,"Matt Chapman",16505,656305
"Ben Gamel","- - -",38,81,99,20,15,4,0,1,22,4,18,1,24,0,0,0,0,1,0,0.24691358,"Ben Gamel",12160,592325
"Matt Olson","ATL",162,600,685,148,81,37,1,29,78,98,71,5,170,9,5,0,15,0,0,0.246666666,"Matt Olson",14344,621566
"Santiago Espinal","CIN",118,357,391,88,67,12,0,9,32,45,24,1,54,2,4,4,7,11,1,0.246498599,"Santiago Espinal",19997,669289
"Ildemaro Vargas","WSN",97,272,303,67,50,16,0,1,21,30,19,0,31,2,5,5,9,9,4,0.246323529,"Ildemaro Vargas",13324,545121
"Ceddanne Rafaela","BOS",152,544,571,134,91,23,5,15,70,75,15,1,151,7,3,2,8,19,10,0.246323529,"Ceddanne Rafaela",24262,678882
"Ezequiel Duran","TEX",92,268,285,66,52,11,0,3,26,20,14,0,63,2,1,0,6,1,2,0.246268656,"Ezequiel Duran",23733,677649
"Taylor Ward","LAA",156,585,663,144,91,26,2,25,73,75,63,0,163,7,8,0,11,6,4,0.246153846,"Taylor Ward",17548,621493
"Nasim Nuñez","WSN",51,61,78,15,14,1,0,0,14,1,12,0,15,0,0,5,1,8,2,0.245901639,"Nasim Nunez",25979,683083
"Jonatan Clase","- - -",26,61,66,15,12,2,0,1,7,5,3,0,17,2,0,0,1,3,1,0.245901639,"Jonatan Clase",26599,682729
"CJ Abrams","WSN",138,541,602,133,78,29,6,20,79,65,40,3,128,16,4,1,4,31,12,0.245841035,"CJ Abrams",25768,682928
"Drew Millas","WSN",20,57,62,14,12,1,0,1,7,1,5,0,16,0,0,0,1,4,0,0.245614035,"Drew Millas",25643,686452
"Andrew Vaughn","CHW",149,570,619,140,90,30,1,19,55,70,38,0,132,6,5,0,13,2,0,0.245614035,"Andrew Vaughn",26197,683734
"Paul Goldschmidt","STL",154,599,654,147,91,33,1,22,70,65,47,2,173,2,2,0,20,11,0,0.245409015,"Paul Goldschmidt",9218,502671
"Eguy Rosario","SDP",30,53,57,13,4,6,0,3,5,6,2,0,20,1,0,1,1,0,0,0.245283018,"Eguy Rosario",19964,666703
"Bryson Stott","PHI",148,506,571,124,92,19,2,11,65,57,53,1,93,3,9,0,9,32,3,0.245059288,"Bryson Stott",26294,681082
"Willie Calhoun","LAA",68,229,254,56,35,16,0,5,26,20,23,1,31,1,1,0,5,0,1,0.244541484,"Willie Calhoun",17838,641432
"Parker Meadows","DET",82,270,298,66,39,12,6,9,39,28,25,0,76,1,1,1,0,9,4,0.244444444,"Parker Meadows",23800,678009
"Logan O'Hoppe","LAA",136,479,522,117,79,17,1,20,64,56,33,0,155,8,1,1,7,2,3,0.244258872,"Logan O'Hoppe",24729,681351
"Lars Nootbaar","STL",109,348,405,85,52,18,3,12,39,45,52,2,79,1,3,1,10,7,3,0.244252873,"Lars Nootbaar",21454,663457
"Brandon Lowe","TBR",107,385,425,94,51,19,3,21,56,58,33,2,112,5,2,0,7,5,1,0.244155844,"Brandon Lowe",18882,664040
"Josh Naylor","CLE",152,563,633,137,79,27,0,31,84,108,58,7,105,7,4,0,17,6,2,0.243339253,"Josh Naylor",18839,647304
"Anthony Volpe","NYY",160,637,689,155,109,27,7,12,90,60,42,1,156,4,3,2,9,28,7,0.2433281,"Anthony Volpe",27647,683011
"Armando Alvarez","OAK",16,37,39,9,8,1,0,0,7,2,2,0,8,0,0,0,1,1,0,0.243243243,"Armando Alvarez",19292,669137
"JJ Bleday","OAK",159,572,642,139,72,43,4,20,74,60,67,2,125,2,0,1,8,2,3,0.243006993,"JJ Bleday",26368,668709
"Rowdy Tellez","PIT",132,383,421,93,62,18,0,13,38,56,31,0,89,2,5,0,12,1,0,0.242819843,"Rowdy Tellez",15679,642133
"Johan Rojas","PHI",120,338,363,82,64,12,3,3,47,32,13,0,69,4,0,8,7,25,4,0.24260355,"Johan Rojas",24336,679032
"Luke Raley","SEA",137,404,455,98,55,19,2,22,58,58,27,0,135,20,2,2,2,11,2,0.242574257,"Luke Raley",19354,670042
"Ian Happ","CHC",153,569,657,138,77,34,2,25,89,86,80,1,168,6,2,0,7,13,2,0.242530755,"Ian Happ",17919,664023
"Colton Cowser","BAL",153,499,561,121,70,24,3,24,77,69,52,2,172,7,3,0,9,9,4,0.242484969,"Colton Cowser",29591,681297
"Zach Remillard","CHW",15,33,39,8,6,1,1,0,3,1,5,0,10,0,0,1,1,1,0,0.242424242,"Zach Remillard",19788,621545
"Zach Dezenzo","HOU",19,62,65,15,11,2,0,2,5,8,3,0,22,0,0,0,3,0,0,0.241935483,"Zach Dezenzo",31562,701305
"Mark Canha","- - -",125,393,462,95,68,20,0,7,46,42,51,2,96,13,5,0,10,7,0,0.241730279,"Mark Canha",11445,592192
"Wenceel Pérez","DET",112,389,425,94,63,16,6,9,51,37,32,0,92,1,1,2,5,9,5,0.241645244,"Wenceel Perez",22857,672761
"Ryan McMahon","COL",153,567,645,137,89,28,0,20,68,65,69,4,185,3,4,0,9,4,6,0.241622574,"Ryan McMahon",15112,641857
"Dansby Swanson","CHC",149,534,593,129,84,27,2,16,82,66,54,2,144,2,3,0,7,19,3,0.241573033,"Dansby Swanson",18314,621020
"Jorge Soler","- - -",142,493,574,119,63,34,1,21,84,64,68,0,141,6,4,0,9,1,0,0.24137931,"Jorge Soler",14221,624585
"Nicky Lopez","CHW",124,398,445,96,80,12,3,1,40,21,37,0,67,4,0,6,3,5,7,0.24120603,"Nicky Lopez",19339,670032
"Andy Ibáñez","DET",99,224,244,54,39,9,1,5,30,32,15,0,63,3,2,0,2,2,3,0.241071428,"Andy Ibanez",18819,628451
"Jake Cronenworth","SDP",155,577,656,139,90,29,3,17,72,83,61,0,118,11,3,1,19,5,2,0.240901213,"Jake Cronenworth",18036,630105
"Tyler O'Neill","BOS",113,411,473,99,50,18,0,31,74,61,53,5,159,7,2,0,13,4,0,0.240875912,"Tyler O'Neill",15711,641933
"Josh Lowe","TBR",106,353,387,85,54,19,2,10,37,34,32,4,123,0,2,0,2,25,1,0.240793201,"Josh Lowe",19953,666139
"Derek Hill","- - -",53,162,172,39,26,4,2,7,19,25,5,0,56,2,1,2,2,6,2,0.24074074,"Derek Hill",16947,656537
"Yuli Gurriel","KCR",18,54,65,13,10,3,0,0,7,6,9,0,15,0,2,0,1,1,0,0.24074074,"Yuli Gurriel",19198,493329
"Triston Casas","BOS",63,212,243,51,30,8,0,13,28,32,30,4,77,1,0,0,6,0,1,0.240566037,"Triston Casas",22514,671213
"Jace Jung","DET",34,79,94,19,14,5,0,0,14,3,15,0,29,0,0,0,3,0,1,0.240506329,"Jace Jung",31437,690291
"Abraham Toro","OAK",94,337,364,81,57,17,1,6,34,26,20,1,62,5,0,2,4,4,2,0.240356083,"Abraham Toro",19844,647351
"Blake Perkins","MIL",121,383,434,92,71,13,2,6,54,43,42,1,108,3,6,0,3,23,5,0.240208877,"Blake Perkins",19921,663368
"Pete Alonso","NYM",162,608,695,146,81,31,0,34,91,88,70,4,172,13,4,0,14,3,0,0.240131578,"Pete Alonso",19251,624413
"Avisaíl García","MIA",18,50,51,12,9,1,0,2,4,2,1,0,13,0,0,0,4,0,0,0.24,"Avisail Garcia",5760,541645
"Sam Hilliard","COL",58,138,158,33,17,5,1,10,26,27,14,1,56,0,2,4,3,5,2,0.239130434,"Sam Hilliard",17954,656541
"Gustavo Campero","LAA",13,46,48,11,9,0,1,1,6,6,0,0,8,2,0,0,0,3,0,0.239130434,"Gustavo Campero",22707,672569
"Joey Ortiz","MIL",142,440,511,105,63,25,6,11,58,60,56,0,103,6,6,3,10,11,6,0.238636363,"Joey Ortiz",25493,687401
"Carson Kelly","- - -",91,281,313,67,48,9,1,9,32,37,25,0,55,6,1,0,6,0,0,0.238434163,"Carson Kelly",13620,608348
"Jeff McNeil","NYM",129,424,472,101,63,26,0,12,57,44,35,1,68,9,3,1,6,5,1,0.238207547,"Jeff McNeil",15362,643446
"Manuel Margot","MIN",129,315,343,75,53,17,1,4,37,31,21,0,54,3,3,1,10,5,0,0.238095238,"Manuel Margot",14712,622534
"Jahmai Jones","NYY",33,42,47,10,7,1,1,1,8,4,2,0,16,2,0,1,0,1,1,0.238095238,"Jahmai Jones",18872,663330
"Brett Wisely","SFG",91,252,272,60,42,13,1,4,25,31,13,0,65,2,3,2,3,2,3,0.238095238,"Brett Wisely",27735,689172
"Isaac Paredes","- - -",153,542,641,129,84,25,1,19,64,80,76,2,105,17,6,0,17,1,1,0.23800738,"Isaac Paredes",20036,670623
"Carlos Santana","MIN",150,521,594,124,75,26,0,23,63,71,65,3,99,6,2,0,11,4,0,0.238003838,"Carlos Santana",2396,467793
"Travis d'Arnaud","ATL",99,307,341,73,42,16,0,15,40,48,24,0,89,6,4,0,8,1,0,0.237785016,"Travis d'Arnaud",7739,518595
"Emmanuel Rivera","- - -",124,265,302,63,47,9,2,5,24,29,26,0,69,5,5,1,7,2,0,0.237735849,"Emmanuel Rivera",19890,656896
"Curtis Mead","TBR",38,122,132,29,25,3,0,1,10,7,6,0,30,2,1,0,2,2,0,0.237704918,"Curtis Mead",23986,678554
"Eloy Jiménez","- - -",98,324,349,77,57,14,0,6,25,23,22,1,70,2,1,0,13,3,0,0.23765432,"Eloy Jimenez",17484,650391
"Pedro Pagés","STL",68,202,218,48,36,3,2,7,19,27,13,0,58,0,2,1,7,2,0,0.237623762,"Pedro Pages",25782,686780
"Michael Conforto","SFG",130,438,488,104,54,27,3,20,56,66,42,1,118,5,3,0,16,0,1,0.237442922,"Michael Conforto",16376,624424
"Tommy Edman","LAD",37,139,153,33,21,5,1,6,20,20,11,0,30,1,2,0,2,6,0,0.237410071,"Tommy Edman",19470,669242
"Lane Thomas","- - -",130,472,528,112,68,26,3,15,65,63,44,1,137,7,5,0,5,32,14,0.237288135,"Lane Thomas",16939,657041
"Francisco Alvarez","NYM",100,308,342,73,46,14,2,11,39,47,30,0,86,2,2,0,7,1,1,0.237012987,"Francisco Alvarez",26121,682626
"Marcus Semien","TEX",159,650,718,154,102,27,2,23,101,74,64,2,105,3,1,0,9,8,3,0.236923076,"Marcus Semien",12533,543760
"Pete Crow-Armstrong","CHC",123,372,410,88,59,13,6,10,46,47,21,2,98,6,3,8,4,27,3,0.236559139,"Pete Crow-Armstrong",27769,691718
"Harrison Bader","NYM",143,402,437,95,64,19,0,12,57,51,21,1,95,8,6,0,6,17,8,0.236318407,"Harrison Bader",18030,664056
"Connor Norby","- - -",45,178,194,42,24,9,0,9,32,20,15,0,64,0,1,0,2,3,3,0.235955056,"Connor Norby",29592,681393
"Kyle McCann","OAK",54,140,157,33,24,4,0,5,13,15,16,1,59,1,0,0,2,0,0,0.235714285,"Kyle McCann",25575,668832
"Anthony Santander","BAL",155,595,665,140,69,25,2,44,91,102,58,3,129,7,5,0,9,2,0,0.235294117,"Anthony Santander",14551,623993
"J.D. Martinez","NYM",120,434,495,102,61,24,1,16,46,69,49,0,141,6,2,0,17,0,0,0.235023041,"J.D. Martinez",6184,502110
"Kyle Manzardo","CLE",53,145,156,34,17,12,0,5,11,15,9,0,41,1,1,0,3,0,0,0.234482758,"Kyle Manzardo",29794,700932
"Patrick Bailey","SFG",121,401,448,94,69,16,1,8,46,46,39,0,100,0,7,1,10,4,0,0.234413965,"Patrick Bailey",27478,672275
"Jonathan Aranda","TBR",44,128,143,30,17,7,0,6,22,14,12,0,32,2,1,0,2,0,0,0.234375,"Jonathan Aranda",21837,666018
"Cedric Mullins","BAL",147,444,499,104,67,16,3,18,69,54,41,0,98,5,2,2,1,32,6,0.234234234,"Cedric Mullins",17929,656775
"Aaron Schunk","COL",39,94,98,22,17,3,0,2,14,7,4,1,31,0,0,0,0,0,1,0.234042553,"Aaron Schunk",25524,668845
"Ty France","- - -",140,479,535,112,75,24,0,13,46,51,38,0,114,13,5,0,16,1,1,0.233820459,"Ty France",17982,664034
"Jon Singleton","HOU",119,355,405,83,56,13,1,13,46,42,47,0,111,0,3,0,2,0,0,0.233802816,"Jon Singleton",10441,572138
"James McCann","BAL",66,214,233,50,33,9,0,8,27,31,13,0,56,2,4,0,3,1,0,0.233644859,"James McCann",12859,543510
"Matt Carpenter","STL",59,137,157,32,21,7,0,4,15,15,15,0,51,2,2,0,0,0,2,0.233576642,"Matt Carpenter",8090,572761
"Ha-Seong Kim","SDP",121,403,470,94,64,16,3,11,60,47,58,4,77,2,3,4,8,22,5,0.23325062,"Ha-Seong Kim",27506,673490
"Ke'Bryan Hayes","PIT",96,365,396,85,72,9,0,4,38,25,23,1,75,4,4,0,12,11,2,0.232876712,"Ke'Bryan Hayes",18577,663647
"Bryan De La Cruz","- - -",149,584,622,136,90,25,0,21,61,68,29,1,170,3,5,0,10,5,2,0.232876712,"Bryan De La Cruz",19600,650559
"Royce Lewis","MIN",82,292,325,68,36,16,0,16,40,47,28,2,74,0,5,0,5,0,0,0.232876712,"Royce Lewis",20437,668904
"Leo Rivas","SEA",43,73,86,17,15,1,1,0,10,8,10,0,24,1,0,2,1,3,0,0.232876712,"Leo Rivas",21009,660844
"Gavin Sheets","CHW",139,451,501,105,70,24,1,10,35,45,43,2,106,4,3,0,6,2,2,0.232815964,"Gavin Sheets",19901,657757
"Tyler Soderstrom","OAK",61,189,213,44,25,10,0,9,18,26,20,1,53,3,1,0,7,0,0,0.232804232,"Tyler Soderstrom",27467,691016
"Dominic Smith","- - -",93,275,307,64,36,22,0,6,33,34,28,0,76,4,0,0,7,1,1,0.232727272,"Dominic Smith",15653,642086
"Giancarlo Stanton","NYY",114,417,459,97,50,20,0,27,49,72,38,2,143,2,2,0,17,0,0,0.232613908,"Giancarlo Stanton",4949,519317
"Alex Verdugo","NYY",149,559,621,130,88,28,1,13,74,61,49,0,93,1,10,2,14,2,1,0.232558139,"Alex Verdugo",17027,657077
"Andrew McCutchen","PIT",120,448,515,104,65,18,1,20,66,50,58,1,133,7,2,0,9,3,2,0.232142857,"Andrew McCutchen",9847,457705
"Max Muncy","LAD",73,237,293,55,23,17,0,15,47,48,45,3,77,5,6,0,1,1,0,0.23206751,"Max Muncy",13301,571970
"Angel Martínez","CLE",43,151,169,35,25,7,0,3,16,11,15,0,33,0,2,1,2,3,1,0.231788079,"Angel Martinez",26540,682657
"Miguel Amaya","CHC",117,328,363,76,53,13,2,8,32,47,23,0,62,4,3,5,5,0,0,0.231707317,"Miguel Amaya",21693,665804
"Joey Meneses","WSN",76,281,313,65,51,11,0,3,19,42,21,1,63,5,6,0,9,2,0,0.231316725,"Joey Meneses",14366,608841
"Mike Yastrzemski","SFG",140,428,474,99,56,16,9,18,60,57,38,1,124,6,1,1,5,3,2,0.231308411,"Mike Yastrzemski",14854,573262
"Maikel Garcia","KCR",157,575,626,133,94,27,5,7,84,58,42,0,103,0,5,4,7,37,2,0.231304347,"Maikel Garcia",22715,672580
"Seth Brown","OAK",124,372,400,86,60,11,1,14,32,44,25,0,112,2,1,0,7,4,2,0.231182795,"Seth Brown",18171,664913
"Corbin Carroll","ARI",158,589,684,136,78,22,14,22,121,74,73,0,130,10,9,3,3,35,8,0.23089983,"Corbin Carroll",25878,682998
"Carlos Narváez","NYY",6,13,15,3,3,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0.23076923,"Carlos Narvaez",19722,665966
"Jhonny Pereda","MIA",20,39,40,9,9,0,0,0,2,4,0,0,10,1,0,0,2,0,0,0.23076923,"Jhonny Pereda",19802,640902
"Livan Soto","- - -",13,13,16,3,2,1,0,0,1,0,3,0,3,0,0,0,0,0,0,0.23076923,"Livan Soto",22471,670869
"Jarred Kelenic","ATL",131,412,449,95,60,18,2,15,49,45,32,1,133,1,3,1,5,7,2,0.230582524,"Jarred Kelenic",22558,672284
"Garrett Hampson","KCR",113,213,231,49,35,13,1,0,16,16,14,0,59,0,2,2,3,7,2,0.230046948,"Garrett Hampson",19262,641658
"Enrique Hernández","LAD",126,362,393,83,55,16,0,12,44,42,27,0,77,0,3,1,13,0,0,0.229281767,"Enrique Hernandez",10472,571771
"Jorge Mateo","BAL",68,192,208,44,23,14,2,5,30,18,10,0,48,1,3,2,3,13,2,0.229166666,"Jorge Mateo",17273,622761
"Leody Taveras","TEX",151,480,529,110,78,17,3,12,59,44,42,0,112,0,4,3,8,23,6,0.229166666,"Leody Taveras",18900,665750
"Kyle Isbel","KCR",136,384,426,88,59,13,8,8,62,42,27,0,88,5,2,8,4,11,2,0.229166666,"Kyle Isbel",21614,664728
"Leo Jiménez","TOR",63,179,210,41,26,11,0,4,18,19,12,0,59,16,3,0,6,0,0,0.229050279,"Leo Jimenez",23782,677870
"Kevin Pillar","- - -",100,284,314,65,40,16,1,8,38,45,16,0,69,10,3,1,10,12,3,0.228873239,"Kevin Pillar",12434,607680
"Luis Torrens","NYM",48,118,130,27,16,8,0,3,14,15,9,0,28,2,1,0,5,0,1,0.228813559,"Luis Torrens",15905,620443
"Austin Wells","NYY",115,354,414,81,49,18,1,13,42,55,47,0,87,5,7,1,9,1,2,0.228813559,"Austin Wells",27562,669224
"Keibert Ruiz","WSN",127,459,485,105,71,21,0,13,46,57,16,0,54,5,5,0,13,3,1,0.228758169,"Keibert Ruiz",19610,660688
"Brett Baty","NYM",50,153,171,35,28,3,0,4,15,16,16,1,42,1,0,1,3,0,0,0.228758169,"Brett Baty",26123,683146
"Nick Ahmed","- - -",71,210,228,48,39,6,1,2,20,17,11,0,51,1,3,3,6,2,1,0.228571428,"Nick Ahmed",12147,605113
"Hunter Renfroe","KCR",120,385,424,88,55,18,0,15,44,52,36,0,84,2,1,0,10,1,1,0.228571428,"Hunter Renfroe",15464,592669
"Jordyn Adams","LAA",11,35,38,8,7,0,0,1,4,4,3,0,12,0,0,0,1,2,0,0.228571428,"Jordyn Adams",23788,677941
"Javier Sanoja","MIA",15,35,36,8,6,2,0,0,3,2,1,0,4,0,0,0,2,0,0,0.228571428,"Javier Sanoja",28253,691594
"Andrew Benintendi","CHW",135,477,522,109,69,20,0,20,50,64,41,1,96,1,3,0,12,3,2,0.22851153,"Andrew Benintendi",17901,643217
"Anthony Rizzo","NYY",92,337,375,77,57,12,0,8,38,35,27,0,65,9,2,0,7,0,0,0.228486646,"Anthony Rizzo",3473,519203
"Michael Siani","STL",124,298,334,68,57,7,2,2,42,20,21,0,92,3,1,11,2,20,3,0.228187919,"Michael Siani",22557,672279
"Connor Joe","PIT",123,364,416,83,51,22,1,9,49,36,44,1,91,6,2,0,7,2,2,0.228021978,"Connor Joe",16572,656582
"Yasmani Grandal","PIT",72,215,243,49,30,10,0,9,26,27,24,0,46,0,1,3,7,1,0,0.227906976,"Yasmani Grandal",11368,518735
"Ben Rortvedt","TBR",112,290,328,66,50,13,0,3,27,31,34,0,88,4,0,0,6,1,0,0.227586206,"Ben Rortvedt",20287,666163
"Luis Campusano","SDP",91,277,299,63,42,13,0,8,37,40,20,0,41,1,1,0,11,0,0,0.227436823,"Luis Campusano",22217,669134
"Nick Fortes","MIA",110,308,335,70,50,16,0,4,28,29,11,0,41,4,5,7,6,0,1,0.227272727,"Nick Fortes",21538,663743
"Paul DeJong","- - -",139,445,482,101,60,17,0,24,54,56,23,0,156,9,5,0,9,2,2,0.226966292,"Paul DeJong",18015,657557
"Nick Gordon","MIA",95,260,275,59,39,11,1,8,29,32,11,0,67,1,3,0,5,5,5,0.226923076,"Nick Gordon",16337,624503
"Jose Herrera","ARI",42,97,114,22,16,4,1,1,11,13,9,0,27,0,1,7,1,0,0,0.226804123,"Jose Herrera",17040,645444
"José Caballero","TBR",139,441,483,100,66,24,1,9,53,44,27,1,133,9,3,3,6,44,16,0.226757369,"Jose Caballero",23401,676609
"Nolan Jones","COL",79,256,297,58,41,13,1,3,28,28,36,2,91,1,3,1,7,5,4,0.2265625,"Nolan Jones",20529,666134
"Jared Walsh","TEX",17,53,60,12,9,2,0,1,9,7,7,0,21,0,0,0,2,0,0,0.226415094,"Jared Walsh",18607,665120
"Ryan Jeffers","MIN",122,412,465,93,50,22,0,21,56,64,32,0,94,14,6,1,9,3,0,0.225728155,"Ryan Jeffers",24618,680777
"TJ Friedl","CIN",85,297,341,67,48,5,1,13,35,55,26,0,52,12,4,2,1,9,1,0.225589225,"TJ Friedl",19522,670770
"Josh Rojas","SEA",143,422,476,95,66,19,2,8,48,31,46,1,108,3,2,1,6,10,4,0.225118483,"Josh Rojas",19734,668942
"Bo Bichette","TOR",81,311,336,70,49,16,1,4,29,31,20,1,64,3,2,0,12,5,1,0.225080385,"Bo Bichette",19612,666182
"Jeimer Candelario","CIN",112,427,463,96,51,23,2,20,47,56,27,1,114,6,3,0,7,4,3,0.224824355,"Jeimer Candelario",13621,600869
"Spencer Steer","CIN",158,574,656,129,71,34,4,20,74,92,72,1,137,8,2,0,5,25,3,0.224738675,"Spencer Steer",26323,668715
"Billy Cook","PIT",16,49,49,11,6,2,0,3,5,8,0,0,19,0,0,0,0,1,0,0.224489795,"Billy Cook",29573,695257
"Brandon Nimmo","NYM",151,571,663,128,77,25,3,23,88,90,77,1,158,12,3,0,7,15,0,0.224168126,"Brandon Nimmo",12927,607043
"Adolis García","TEX",154,580,637,130,78,27,0,25,68,85,45,2,177,6,6,0,12,11,5,0.224137931,"Adolis Garcia",19287,666969
"Edward Olivares","PIT",55,174,196,39,30,4,0,5,22,23,16,0,37,2,4,0,3,1,0,0.224137931,"Edward Olivares",19698,658668
"Riley Adams","WSN",41,116,130,26,18,5,1,2,10,8,10,1,35,2,2,0,4,1,0,0.224137931,"Riley Adams",19864,656180
"Shea Langeliers","OAK",137,482,534,108,59,18,2,29,58,80,41,2,145,5,6,0,15,4,2,0.22406639,"Shea Langeliers",25816,669127
"Luis Robert Jr.","CHW",100,393,425,88,55,19,0,14,47,35,28,2,141,2,1,0,8,23,6,0.223918575,"Luis Robert Jr.",20043,673357
"Joshua Palacios","PIT",23,67,78,15,11,2,0,2,10,9,10,0,12,1,0,0,1,1,0,0.223880597,"Joshua Palacios",19818,641943
"Richie Palacios","TBR",92,264,316,59,45,8,1,5,46,21,45,2,67,5,1,0,5,19,1,0.223484848,"Richie Palacios",24589,680700
"Joey Wendle","NYM",18,36,37,8,7,1,0,0,3,1,1,0,9,0,0,0,0,1,0,0.222222222,"Joey Wendle",13853,621563
"Gabriel Arias","CLE",53,153,161,34,21,9,1,3,15,15,6,0,53,1,1,0,4,5,2,0.222222222,"Gabriel Arias",22563,672356
"Ryan Bliss","SEA",33,63,71,14,8,3,1,2,10,9,5,0,22,1,0,2,1,5,3,0.222222222,"Ryan Bliss",29547,669208
"Whit Merrifield","- - -",95,293,335,65,49,9,3,4,44,15,35,0,52,3,0,4,7,17,3,0.221843003,"Whit Merrifield",11281,593160
"Vidal Bruján","MIA",102,248,278,55,37,14,2,2,32,16,25,3,54,4,0,1,5,5,6,0.221774193,"Vidal Brujan",20536,660644
