Name,Pos,Player Type,ETA,Age,Country,Current Team,Proj Team,Bonus,Ht,Wt,B,T,FV,Risk,Report,Video,PlayerId
"Joswa Lugo","SS","Int'l Amateur",2024,"17.4944444","Dominican Republic",,"LAA",2300000,"6' 2""","175","R","R","40","High","Slated to sign for roughly $2.8 million, Lugo has a rare power/speed combination for an amateur. His range and arm strength will give him a chance to develop into a viable shortstop defender. Swing length and bat path efficacy create hit tool risk here.",,
"Paulino Santana","RF","Int'l Amateur",2024,"17.6805555","Dominican Republic",,"TEX",1300000,"6' 1""","170","R","R","40","High","There was a time when Santana was connected to the Dodgers, but during the last several months something changed and he suddenly had a $1.3 million agreement with Texas. Santana played for the Arkansas Sticks travel ball team in Jupiter in October and stood apart from all but a few talented U.S. high schoolers at the event. He's an explosive rotational athlete with a tendency to inside out pitches to right field. His proclivity for opposite field contact is so extreme that it's actually a bit concerning, as Santana's barrel takes forever to get to a spot where he'd be able to pull the ball with power. The fluidity of his hips, his raw bat speed, and Santana's physical projection are all strong, positive scouting elements that give him the power-hitting potential to profile in a corner if it turns out my concerns about his swing are unfounded.",,
"Jose Ramos","CF","Int'l Amateur",2024,"17.8083333","Venezuela",,"OAK",1200000,"6' 1""","170","L","R","40","High","Ramos is a plus-plus runner with plus bat speed and very undercooked feel to hit. There's a ton of risk here, but Ramos' combination of an up-the-middle defensive fit (thanks to his speed) and his power potential give him enough upside to value him an FV tier above the corner guys with hit tool question marks. It's atypical for Oakland to commit seven figures to a prospect as early as they reportedly did with Ramos, who is expected to sign for $1.2 million.",,
"Leonardo Pineda","CF","Int'l Amateur",2024,"17.2527777","Dominican Republic",,"TBR",1750000,"6' 0""","170","R","R","40","Med","Pineda has good looking bat speed but is too slight to be a top-of-the-class prospect. He's a smaller-framed player who runs and throws well, a virtual lock to stay in center field as he matures. Scouts also like how hard he plays. There's less overt ceiling here than is typical in the international market, which is why Pineda's mean outcome is viewed more as a reserve outfielder.",,
"Edgar Montero","3B","Int'l Amateur",2024,"17.6694444","Dominican Republic",,"OAK",1200000,"6' 1""","185","S","R","40","High","International scouts generally see the switch-hitting Montero as having a pretty stable hit/power combination, though they also think he's a better fit at either second or third base rather than shortstop, where he'll likely begin his career. He's purported to have a $1.2 million deal with Oakland.",,
"Jesus Made","2B","Int'l Amateur",2024,"17.2055555","Dominican Republic",,"MIL",950000,"6' 1""","170","S","R","35+","Med","Made is a compact, switch-hitting infielder. While he's quite athletic, Made's power is limited by his lack of size. His swing is a bit long but, at just 5-foot-8, he is likely to be on time enough to spray line drives everywhere. Whether he has the arm strength to play shortstop will influence whether Made has a chance to be a regular.",,
"Luis Manuel León","SS","Int'l Amateur",2024,"18.0027777","Cuba",,"STL",1000000,"6' 1""","160","R","R","35+","High","The younger brother of Astros prospect Pedro Leon, Luis is a SS/CF prospect with blazing speed. He has quick wrists in the batter's box but needs to get stronger. If enough contact and OBP skills develop here, then León could be an old school leadoff man who plays an up-the-middle position.",,
"Franklin Rojas","C","Int'l Amateur",2024,"17.3388888","Venezuela",,"TOR",998000,"5' 10""","170","S","R","35+","High","Rojas packs quite a punch for such a small hitter, and he's a lot of fun to watch swing because of how much effort and power he has at his size. He may have trouble making contact with this approach, but he's a plus thrower with an okay chance to catch.",,
"Branneli Franco","SP","Int'l Amateur",2024,"17.4638888","Dominican Republic",,"STL",800000,"6' 3""","175","R","R","35+","High","Franco is perhaps the most powerful on-mound athlete in the 2024 international class and has some of the best present velocity. He has an ideal pitcher's frame and might throw very hard at maturity. The Cardinals, connected to Franco for about $800,000, will be tasked with helping him develop his pedestrian breaking ball.",,
"Erick Matos","SP","Int'l Amateur",2024,"17.5055555","Cuba",,"OAK",700000,"6' 4""","190","R","R","35+","High","International scouts see Matos as one of the more projectable pitchers in the 2024 class. He's already been up to 93 mph and, at 6-foot-4, could grow into big time arm strength over time. Matos is still searching for a good breaking ball. His fans think he'll eventually have a really hard slider that lives off velo rather than movement. One scout has also seen Matos throw a splitter and thinks he might become a mid-90s fastball/splitter bully like Alex Cobb or Taijuan Walker. Whether the A's, rumored to have a $700,000 agreement with Matos, can tease out a plus secondary pitch remains to be seen; lots of other teams would have loved the chance.",,
"Jalvin Arias","RF","Int'l Amateur",2024,"17.8083333","Dominican Republic",,"PHI",1450000,"6' 4""","215","R","R","35+","High","Perhaps the most physically mature hitter in the 2024 class, Arias is built like an SEC tight end prospect at 6-foot-4 and 220 pounds or so. As you can imagine, he has thunderous raw power. He's also surprisingly fast once underway, and has a plus arm. His speed gives Arias a shot to be a good right fielder at maturity despite his size. Like a lot of the players who earn bonuses around $1.5 million, Arias has some loud tools and some relevant potential flaws, in this case his hit tool.",,
"Angel Feliz","3B","Int'l Amateur",2024,"17.6833333","Dominican Republic",,"WSN",1800000,"6' 3""","190","R","R","35+","High","Feliz is a lanky, broad-shouldered, slower-twitch athlete with some swing length and stiffness. Teams tracking bat-to-ball performance have a better eval on Feliz's hit tool than I do based on eyeball looks at his swing. This is the second consecutive year Washington has a big bonus player coming out of the Dominican ""Banana Academy,"" a group that has sometimes showcased in Arizona while I've lived here. There are teams that like Feliz's hit/power combo enough to project him as a third base regular. I'm a bit more apprehensive, but see the power/projection elements here.",,
"Stiven Martinez","RF","Int'l Amateur",2024,"16.9555555","Dominican Republic",,"BAL",950000,"6' 3""","175","R","R","35+","High","There are scouts who think Martinez, who is a broad-shouldered 6-foot-4, will develop plus-plus raw power at maturity. He also has a huge outfield arm. At one point the Yankees were connected to Martinez, but over time the Cardinals and Orioles emerged, with Baltimore reportedly agreeing to a deal for just shy of $1 million.",,
"Eduardo Beltre","RF","Int'l Amateur",2024,"17.7833333","Dominican Republic",,"MIN",1500000,"5' 11""","170","R","R","35+","High","Beltre is a tightly-wound corner outfield prospect with impressive power. His best swings produce epic pull-side bombs, but Beltre's barrel is currently much less precise and dangerous against pitches he can't pull. He runs pretty well right now, but Beltre's size and general stiffness funnel his projection to an outfield corner.",,
"Brailyn Brazoban","RF","Int'l Amateur",2024,"18.5361111","Dominican Republic",,"PIT",2000000,"6' 2""","180","L","L","35+","Med","The classic right field profile (power projection, arm strength, hit tool questions) is common in the international amateur market. There are scouts who think Brazoban's is a turbo-charged version of that, and that the big-framed lefty has enough pop to be elevated an FV grade above this. I don't see quite enough twitch and high-end athleticism for that, plus Brazoban should have more power than his peers at this stage, as he's a year and a half older than some of them.",,
"Edward Lantigua","LF","Int'l Amateur",2024,"17.7194444","Dominican Republic",,"NYM",950000,"6' 3""","170","R","R","35+","High","Lantigua is a slower-twitch corner outfield prospect with substantial frame-based power projection.",,
"Nestor Miranda","1B","Int'l Amateur",2024,"18.4138888","Dominican Republic",,"DET",1500000,"6' 3""","200","R","R","35+","High","Miranda was eligible to sign last year and, at nearly 18 years old, is one of the oldest non-pitching prospects in the class. He has absurd power for a teenage hitter, the kind of juice you can feel in your chest when he connects. Currently a third baseman, Miranda is almost certainly ticketed for first base over time, which puts a ton of pressure on his hit tool to facilitate all that power. The Tigers reportedly have a deal with Miranda for $1.5 million.",,
"Yohendry Sanchez","C","Int'l Amateur",2024,"17.7027777","Venezuela",,"SFG",1400000,"5' 11""","200","R","R","35+","Med","Sanchez is a viable defensive catcher prospect (his arm strength is better than his receiving right now) with above-average power for a hitter his age. There are scouts who think he'll develop truly plus raw power at peak and others who think he's more or less maxed out.",,
"Cesar Yanquiel Hernandez","OF","Int'l Amateur",2024,"21.25","Cuba",,"HOU",1700000,"5' 11""","195","L","L","35+","High","Teams have wildly variable evaluations of Hernandez, who has experience on Cuba's National Team. Evaluations of his speed and raw power are not contentious, but whether or not scouts think he'll hit is all over the place. There is more meaningful video backlog of Hernandez than a lot of other prospect because of his age and experience, and I fall into the skeptical camp.",,
"Eduardo Herrera","3B","Int'l Amateur",2024,"17.7472222","Venezuela",,"CHW",1800000,"6' 3""","180","R","R","35+","High","The White Sox have tended to stash bonus money in the international space in the event a Cuban prospect hits the market late in the process, but things appear to be changing as they reportedly have a bonus agreement of approximately $1.8 million with Herrera, a power-hitting third baseman from Venezuela. The risk associated with Herrera's hit tool is significant and he seems relatively new to third base, as I spoke with multiple international scouts who had him listed as a catcher.",,
"Adam Plutko","SP","KBO",2024,"32.8027777","UCLA","LG Twins",,,"6' 3""","215","R","R","35+","Low","After working in long relief during his last MLB season, Plutko was back in a KBO rotation for the last two years and pitched well despite losing a few ticks of velocity. He sits 88-89 mph but has plus command of a deep repertoire led by a plus slider. He looks like a fair spot starter option because of his ability to throw strikes, but he isn't a big-time impact player.",,"15846"
"Jacob Waguespack","SIRP","NPB",2024,"30.7138888","Dutchtown HS (LA)","Orix Buffaloes",,,"6' 6""","235","R","R","35+","Med","Waguespack was drafted by the Pirates out of high school in 2012, did not sign, went to Ole Miss, and then joined the Phillies as an undrafted free agent in 2015. He was traded to the Blue Jays for Aaron Loup in 2018 and made his big league debut the following year as a starter with Toronto. After working as both a starter and reliever in 2020 and 2021 (mostly with Triple-A Buffalo in the latter), he ventured to Japan, where he has mostly pitched as a long reliever for Orix. In two NPB seasons, Waguespack has struck out 148 batters in 116 innings while struggling with walks. He enjoyed a velo bump throughout the 2023 season and, though his average fastball velocity for the year is closer to 92 mph, he was routinely touching 96 late in the season. There hasn't been an obvious overhaul to Waguespack's delivery (which is of the vert slot, trebuchet variety) or his pitch mix (still fastball heavy, with about 18% each cutter/slider and changeup), and his control isn't great, but if his arm strength uptick from late in 2023 holds, he'll be a solid low-leverage reliever. Industry buzz is he's looking to return to MLB this offseason.",,"18318"
"Deok-ju Ham","SIRP","KBO",2024,"29.525","South Korea","LG Twins",,,"5' 11""","172","L","L","35+","Low","Ham is like a lefty César Valdez, a trick-pitch KBO reliever with a Bugs Bunny changeup. His arm action looks more like that of a cricket bowler (and even that's not exactly right) than a typical pitcher. After his hands break, his wrist cocks toward his forearm, and then on disconnection he also bends at the elbow, and for a brief moment as he's striding, his left arm is spiraled like a big cinnamon roll before he unfurls to throw. Out of this funk delivery comes an upper-70s changeup that sinks in all directions. It's very unpredictable and disorients hitters. Ham only sits 86-89 mph but his fastball punches a bit above its weight because of its carry, enough to be usable. He can get ahead of hitters with a slow curveball, which relieves some of the pressure that would otherwise be on his heater to do this. He could be a fun lower-leverage option in an MLB bullpen.",,"sa3012366"
