"bpid","mlbid","Name","Age","Season","Team","G","GS","CG","IP","W","L","SV","BS","HLD","ERA","R","ER","1B","2B","3B","HR","TB","BB","K","HBP","TBF","Pitches"
108966,666159,"Matt Manning",26,2024,"DET",5,5,0,27.7,0,1,0,0,0,4.88,15,15,23,4,1,3,46,12,23,0,123,438
109022,666207,"Riley Pint",26,2024,"COL",4,0,0,3.3,0,0,0,0,0,21.6,8,8,3,0,0,2,11,5,7,2,22,102
109094,670955,"Edwin Uceta",26,2024,"TB",30,0,0,41.7,2,0,5,0,7,1.51,8,7,18,6,0,2,38,8,57,1,159,672
109107,666215,"Forrest Whitley",26,2024,"HOU",3,0,0,3.3,0,0,0,0,0,0,2,0,4,1,0,0,6,3,5,1,20,94
109108,669060,"Bryse Wilson",26,2024,"MIL",34,9,0,104.7,5,4,0,0,0,4.04,49,47,71,9,2,20,175,31,82,4,442,1642
109126,666208,"Alex Speas",26,2024,"HOU",1,0,0,2,0,0,0,0,0,4.5,1,1,1,0,0,1,5,1,2,0,8,39
109128,666129,"Braxton Garrett",26,2024,"MIA",7,7,1,37,2,2,0,0,0,5.35,24,22,27,8,0,5,63,4,34,5,161,588
109131,666142,"Cole Ragans",26,2024,"KC",32,32,1,186.3,11,9,0,0,0,3.14,71,65,96,32,3,15,229,67,223,6,762,3118
109135,666200,"Jesús Luzardo",26,2024,"MIA",12,12,0,66.7,3,6,0,0,0,5,37,37,39,12,1,9,102,22,58,2,274,1083
109236,671305,"Michel Otañez",26,2024,"OAK",36,0,0,34,1,0,1,2,6,3.44,15,13,20,5,0,2,38,20,55,3,151,601
109278,670174,"Josh Winckowski",26,2024,"BOS",40,6,0,76,4,2,2,1,4,4.14,44,35,56,15,0,10,126,26,60,4,336,1240
109477,675989,"Cody Bolton",26,2024,"SEA",17,0,0,18.7,0,0,0,0,0,4.34,11,9,11,3,1,3,32,9,17,0,83,312
109526,676130,"José Buttó",26,2024,"NYM",30,7,0,74,7,3,3,3,4,2.55,21,21,26,9,0,6,68,38,79,5,294,1222
109974,669724,"Brenan Hanifee",26,2024,"DET",21,3,0,29.3,1,1,0,1,8,1.84,7,6,19,4,2,2,41,6,23,0,120,446
110745,674285,"Eduardo Salazar",26,2024,,26,0,0,29.3,0,1,0,0,3,2.76,11,9,26,6,0,2,46,14,27,1,133,494
111286,669432,"Trevor Rogers",26,2024,,25,25,0,124.3,2,11,0,0,0,4.92,74,68,86,37,3,14,225,56,97,4,562,2220
112434,676879,"Aaron Ashby",26,2024,"MIL",14,2,0,28.3,1,2,0,0,3,2.86,13,9,12,6,0,2,32,10,33,0,119,484
112439,668933,"Graham Ashcraft",26,2024,"CIN",15,15,0,77.3,5,5,0,0,0,5.24,50,45,63,15,0,11,137,27,57,6,350,1342
113016,669620,"Brady Basso",26,2024,"OAK",7,4,0,22.3,1,1,0,0,0,4.03,10,10,19,1,0,3,33,5,19,0,93,350
114186,674003,"Cody Bradford",26,2024,"TEX",14,13,0,76.3,6,3,0,0,0,3.54,32,30,41,9,4,10,111,13,70,1,308,1175
114683,663460,"Kris Bubic",26,2024,"KC",27,0,0,30.3,1,1,1,3,7,2.67,12,9,18,5,1,2,39,5,39,0,121,467
115227,663462,"Isaiah Campbell",26,2024,"BOS",8,0,0,6.7,0,1,0,1,2,16.2,13,12,8,3,0,3,26,2,6,0,37,119
117754,676969,"Brett de Geus",26,2024,,13,0,0,11.3,0,2,0,0,0,7.15,10,9,9,4,1,0,20,4,7,3,52,194
119949,681676,"Ryan Fernandez",26,2024,"STL",62,0,0,66.7,1,6,2,3,12,3.51,30,26,43,8,3,4,84,32,71,2,285,1190
120133,666149,"Tyler Fitzgerald",26,2024,"SF",3,0,0,3,0,0,0,0,0,9,3,3,5,1,0,0,7,0,0,0,14,36
122051,680686,"Josiah Gray",26,2024,"WSH",2,2,0,8.3,0,2,0,0,0,14.04,13,13,8,5,0,2,26,5,9,0,44,176
123283,674072,"Tommy Henry",26,2024,"AZ",9,7,0,38.3,2,3,0,0,0,7.04,31,30,26,12,2,9,92,18,30,4,182,706
123905,668970,"Gavin Hollowell",26,2024,"CHC",1,0,0,1.3,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,6,29
124245,669165,"Kyle Hurt",26,2024,"LAD",3,1,0,6.7,0,1,0,0,0,1.35,2,1,6,2,0,0,10,1,3,0,27,87
125480,666197,"Grae Kessinger",26,2024,"HOU",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11
125609,669923,"George Kirby",26,2024,"SEA",33,33,0,191,14,11,0,0,0,3.53,82,75,118,38,3,22,291,23,179,7,778,2966
125923,670219,"Zac Kristofak",26,2024,"LAA",1,0,0,2,0,0,0,0,0,0,2,0,1,2,0,0,5,2,2,0,11,39
126846,666157,"Nick Lodolo",26,2024,"CIN",21,21,0,115.3,9,6,0,0,0,4.76,62,61,62,26,0,13,166,37,122,18,493,1864
126961,682052,"Jacob Lopez",26,2024,"TB",4,1,0,10.3,0,0,0,0,0,5.23,7,6,2,1,0,2,12,7,8,2,46,178
127605,666201,"Alek Manoah",26,2024,"TOR",5,5,0,24.3,1,2,0,0,0,3.7,16,10,10,2,0,5,34,8,26,4,103,393
127779,679525,"Alec Marsh",26,2024,"KC",26,25,0,129,9,9,0,0,0,4.53,70,65,73,28,3,19,214,39,123,11,548,2161
128809,669111,"John McMillon",26,2024,"MIA",10,0,0,12,2,1,0,0,2,1.5,4,2,6,0,0,1,10,5,13,0,47,180
129469,669062,"Erik Miller",26,2024,"SF",73,10,0,67.3,4,5,0,3,14,3.88,33,29,32,9,2,7,84,38,87,1,284,1269
130740,669194,"Ryne Nelson",26,2024,"AZ",28,25,0,150.7,10,6,1,0,0,4.24,73,71,93,36,9,17,260,34,126,5,630,2406
131515,679358,"Eric Orze",26,2024,"NYM",2,0,0,1.7,0,1,0,0,0,21.6,4,4,2,0,0,1,6,2,1,1,11,42
132307,679156,"Walter Pennington",26,2024,,16,1,0,18,1,0,0,0,0,3,7,6,14,3,1,1,27,11,17,2,84,330
132346,671111,"Sammy Peralta",26,2024,"CWS",9,0,0,15,0,0,0,0,1,4.8,9,8,14,4,1,2,33,7,11,0,72,282
134502,681799,"Ethan Roberts",26,2024,"CHC",21,0,0,26.7,1,1,0,0,1,3.71,11,11,24,3,1,3,45,10,26,1,118,473
135582,681870,"Erik Sabrowski",26,2024,"CLE",8,0,0,12.7,0,0,1,0,0,0,0,0,5,1,0,0,7,4,19,0,47,198
135874,663485,"Cole Sands",26,2024,"MIN",62,0,0,71.3,9,1,4,3,5,3.28,30,26,43,10,0,6,87,12,85,6,292,1153
136488,681882,"Colin Selby",26,2024,,5,0,0,7,0,0,0,0,0,2.57,3,2,3,0,0,0,3,4,5,1,28,112
138737,668868,"Zack Thompson",26,2024,"STL",5,2,0,17,0,2,0,0,0,9.53,18,18,14,4,0,6,46,8,20,1,83,317
140094,670241,"Darius Vines",26,2024,"ATL",4,2,0,13.7,0,1,0,0,0,8.56,14,13,13,4,0,4,37,4,9,1,66,257
140293,670242,"Matt Wallner",26,2024,"MIN",1,0,0,1.3,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,6,21
140615,669713,"Hayden Wesneski",26,2024,"CHC",28,7,0,67.7,3,6,0,1,2,3.86,37,29,34,10,0,12,102,21,67,2,283,1075
141005,682227,"Brandon Williamson",26,2024,"CIN",4,3,0,14.3,0,0,0,0,0,3.77,7,6,5,1,0,4,23,5,12,2,59,252
141132,676775,"Keaton Winn",26,2024,"SF",12,12,0,55.3,3,8,0,0,0,7.16,44,44,32,10,5,9,103,20,48,4,238,847
141595,666171,"Ryan Zeferjahn",26,2024,"LAA",12,0,0,17,0,0,0,0,0,2.12,4,4,6,1,0,0,8,6,18,2,64,212
142386,683769,"Hunter Gaddis",26,2024,"CLE",78,0,0,74.7,6,3,0,5,33,1.57,16,13,23,14,2,4,73,14,66,4,278,1075
143104,685126,"Brandon Eisert",26,2024,"TOR",3,0,0,6.7,0,0,0,0,0,4.05,3,3,4,1,0,0,6,4,2,0,26,110
143142,685299,"Tanner Gordon",26,2024,"COL",8,8,0,34.3,0,6,0,0,0,8.65,34,33,31,9,3,10,98,6,26,2,160,607
143336,685314,"Andrew Saalfrank",26,2024,"AZ",2,0,0,1,0,0,0,0,0,36,4,4,0,2,0,0,4,4,0,0,8,26
143399,685107,"Anthony Veneziano",26,2024,,12,0,0,13.3,1,0,0,0,1,3.38,7,5,10,4,1,1,25,3,14,1,58,242
143823,686539,"Declan Cronin",26,2024,"MIA",56,0,0,70.3,3,4,0,1,8,4.35,41,34,57,16,1,1,96,26,72,5,307,1098
143858,686642,"Fraser Ellard",26,2024,"CWS",25,0,0,24,2,3,1,1,2,3.75,12,10,12,3,0,3,30,12,26,1,101,432
143908,686580,"Justin Slaten",26,2024,"BOS",44,0,0,55.3,6,2,2,4,13,2.93,21,18,36,6,1,4,67,9,58,2,224,811
143952,687014,"Nick Avila",26,2024,"SF",8,0,0,11.7,1,0,0,0,0,8.49,12,11,7,7,1,2,32,3,14,0,55,225
144122,687362,"Connor Gillispie",26,2024,"CLE",3,0,0,8,0,0,0,0,0,2.25,2,2,2,2,0,0,6,5,8,0,32,138
144167,687396,"Brent Headrick",26,2024,"MIN",1,0,0,3,0,0,0,0,0,3,1,1,0,1,0,1,6,2,5,0,13,60
144214,686826,"Bryce Jarvis",26,2024,"AZ",44,0,0,59.3,1,2,0,0,4,3.19,25,21,37,9,0,6,79,33,38,5,258,1006
144245,687330,"Kevin Kelly",26,2024,"TB",68,0,0,70.7,5,2,1,3,17,2.67,25,21,42,8,2,7,92,9,63,5,278,1033
144284,686747,"Joe La Sorsa",26,2024,"WSH",16,0,0,17.7,0,0,0,0,0,4.58,9,9,13,0,0,4,29,5,14,1,74,271
144318,687424,"Anthony Maldonado",26,2024,"MIA",16,1,0,19,1,1,1,1,0,5.68,12,12,14,4,2,1,32,7,11,0,82,297
144465,686752,"Ryan Pepiot",26,2024,"TB",26,26,0,130,8,8,0,0,0,3.6,58,52,65,18,2,17,175,48,142,7,539,2148
144511,687377,"Orlando Ribalta",26,2024,"WSH",4,0,0,3.3,0,0,0,0,0,13.5,5,5,8,2,0,0,12,2,3,1,23,97
144606,686730,"Carson Spiers",26,2024,"CIN",22,10,0,90.7,5,7,0,0,1,5.46,59,55,65,24,3,20,202,27,80,5,410,1554
144657,686973,"Louis Varland",26,2024,"MIN",16,7,0,49.7,0,6,0,0,0,7.61,44,42,48,8,0,12,112,16,49,4,238,901
144730,685801,"Hunter Bigge",26,2024,,19,1,0,17.3,0,0,1,0,2,2.6,5,5,13,1,1,2,26,5,24,0,73,300
145080,687765,"Mitch Spence",26,2024,"OAK",35,24,0,151.3,8,10,0,0,1,4.58,79,77,101,41,3,20,272,44,126,6,651,2481
145443,689225,"Beau Brieske",26,2024,"DET",46,12,0,67.7,4,5,1,1,6,3.59,31,27,36,11,3,5,87,30,69,2,282,1152
145773,689266,"Dylan Dodd",26,2024,"ATL",1,0,0,2,0,0,0,0,0,9,2,2,3,1,0,0,5,1,2,0,9,34
146226,690544,"Bailey Horn",26,2024,"BOS",18,0,0,18,1,1,0,2,3,6.5,14,13,13,4,0,5,41,10,13,0,88,303
146279,689690,"Alek Jacob",26,2024,"SD",7,0,0,14.7,0,0,0,0,0,2.45,4,4,7,0,1,1,14,2,19,2,57,232
146392,689017,"Landon Knack",26,2024,"LAD",15,12,0,69,3,5,1,0,0,3.65,28,28,33,9,2,14,113,18,69,3,286,1149
147927,691172,"Yosver Zulueta",26,2024,"CIN",12,0,0,16.3,0,0,0,0,0,4.96,10,9,10,3,0,2,24,7,20,1,69,286
151481,701643,"Grant Hartwig",26,2024,"NYM",4,0,0,6.7,0,0,0,0,0,6.75,6,5,5,0,0,1,9,4,4,2,31,118
103055,642546,"Jonathan Hernández",27,2024,,29,1,0,43.3,3,1,0,2,0,5.4,28,26,26,8,1,6,69,28,39,1,192,761
104044,646242,"Jhonathan Díaz",27,2024,"SEA",5,1,0,9.7,0,1,0,0,0,4.66,6,5,8,3,1,2,25,3,8,0,47,166
104205,650489,"Willi Castro",27,2024,"MIN",2,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15
104258,650556,"Bryan Abreu",27,2024,"HOU",78,0,0,78.3,3,3,1,7,38,3.1,27,27,39,10,1,9,98,32,103,6,325,1300
104481,650893,"Génesis Cabrera",27,2024,"TOR",69,0,0,62.7,3,3,2,3,13,3.59,31,25,42,11,0,10,104,29,50,2,271,1030
104499,650911,"Cristopher Sánchez",27,2024,"PHI",31,31,2,181.7,11,9,0,0,0,3.32,76,67,135,34,2,11,253,44,153,0,754,2797
104739,656271,"Brock Burke",27,2024,,34,1,0,34,2,1,0,1,1,5.82,22,22,20,12,1,4,63,16,41,2,154,575
104799,656529,"Sam Hentges",27,2024,"CLE",25,0,0,23.7,0,0,0,0,9,3.04,8,8,9,6,0,3,33,5,27,0,91,351
104934,657061,"Cole Tucker",27,2024,"LAA",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,4,10
105007,657277,"Logan Webb",27,2024,"SF",33,33,1,204.7,13,10,0,0,0,3.47,83,79,152,35,4,11,278,50,172,2,841,3201
105477,663531,"Logan Allen",27,2024,"AZ",12,0,0,28,0,1,1,0,1,5.46,17,17,23,6,0,3,47,10,21,2,128,470
105525,658648,"Pedro Avila",27,2024,,54,0,0,82.7,6,1,1,0,1,3.81,38,35,50,14,1,8,113,36,82,4,353,1419
105859,664747,"Alexis Díaz",27,2024,"CIN",60,0,0,56.3,2,5,28,4,0,3.99,31,25,27,9,0,6,69,31,55,6,242,980
105889,650960,"Daniel Duarte",27,2024,"MIN",2,0,0,4,1,0,0,0,0,2.25,1,1,0,1,0,1,6,1,3,0,15,56
105936,663559,"Bailey Falter",27,2024,"PIT",28,28,0,142.3,8,9,0,0,0,4.43,72,70,86,34,1,17,225,45,97,0,589,2137
105950,657571,"Caleb Ferguson",27,2024,,62,0,0,54.3,1,4,1,2,11,4.64,34,28,39,11,0,6,85,25,67,4,249,939
106195,664299,"Cristian Javier",27,2024,"HOU",7,7,0,34.7,3,1,0,0,0,3.89,16,15,16,9,1,4,53,19,27,0,150,570
106280,663567,"Peter Lambert",27,2024,"COL",28,3,0,61.3,2,5,0,0,1,5.72,42,39,50,12,4,7,114,29,50,2,280,1039
106864,663574,"Tony Santillan",27,2024,"CIN",29,1,0,30,3,3,0,2,4,3,11,10,14,3,0,4,36,9,46,0,122,504
107130,663897,"Luke Williams",27,2024,"ATL",3,0,0,4,0,0,0,0,0,4.5,2,2,5,0,0,0,5,1,0,1,19,59
107143,663765,"Jake Woodford",27,2024,,9,7,0,35,0,6,0,0,0,7.97,37,31,28,13,1,6,81,9,26,3,167,618
107190,663542,"Bryan Hudson",27,2024,"MIL",43,0,0,62.3,6,1,0,3,14,1.73,12,12,13,7,1,7,58,17,62,3,231,927
107254,663776,"Patrick Sandoval",27,2024,"LAA",16,16,0,79.7,2,8,0,0,0,5.08,49,45,61,16,0,8,125,35,81,3,353,1444
107962,663855,"Jordan Hicks",27,2024,"SF",29,20,0,109.7,4,7,1,0,2,4.1,54,50,75,23,2,12,175,47,96,9,481,1958
108361,665625,"Elvis Peguero",27,2024,"MIL",52,0,0,51.3,7,4,2,4,11,2.98,22,17,42,5,1,4,71,27,47,2,227,828
109051,668941,"JoJo Romero",27,2024,"STL",65,0,0,59,7,3,1,8,30,3.36,23,22,33,11,0,8,87,16,51,5,243,919
109166,656266,"J.B. Bukauskas",27,2024,"MIL",6,0,0,6,0,0,0,0,2,1.5,1,1,2,0,0,1,6,1,6,0,22,88
110000,672578,"Carlos Hernández",27,2024,"KC",27,0,0,30,0,1,0,1,1,3.3,14,11,15,8,0,1,35,16,27,1,129,561
110045,675921,"Spencer Howard",27,2024,,9,3,0,29,1,2,0,0,0,6.21,24,20,30,7,2,5,70,14,27,0,144,537
110436,669459,"Kyle Nelson",27,2024,"AZ",11,0,0,10.7,0,0,0,1,2,4.22,5,5,5,1,0,2,15,4,8,0,42,145
110688,655889,"Manuel Rodríguez",27,2024,"TB",40,0,0,37.7,3,4,2,1,11,2.15,13,9,22,4,0,3,42,11,34,5,158,605
110903,676702,"Hunter Stratton",27,2024,"PIT",36,0,0,37.7,2,1,1,2,5,3.58,17,15,26,8,0,3,54,7,33,3,158,581
111134,663878,"Nate Pearson",27,2024,,60,1,0,66.3,2,2,2,2,11,4.48,34,33,41,14,0,12,117,21,74,3,285,1060
111222,663893,"Brendon Little",27,2024,"TOR",49,0,0,45.7,1,2,1,3,7,3.74,21,19,29,5,0,7,67,19,36,1,193,696
111247,647315,"Zach Pop",27,2024,"TOR",58,0,0,48.3,2,4,1,3,12,5.59,36,30,30,6,0,9,78,19,33,2,209,748
112001,681982,"Grant Anderson",27,2024,"TEX",23,0,0,26.7,0,1,1,1,1,8.1,24,24,21,1,0,11,67,10,29,1,120,483
114108,680742,"Jonathan Bowlan",27,2024,"KC",1,1,0,2.7,0,1,0,0,0,13.5,4,4,3,0,0,3,15,3,3,0,17,68
114191,680694,"Kyle Bradish",27,2024,"BAL",8,8,0,39.3,2,0,0,0,0,2.75,12,12,17,6,2,2,43,15,53,3,163,674
114635,677865,"Justin Bruihl",27,2024,"PIT",7,0,0,5.7,0,0,0,1,0,9.53,6,6,5,3,0,1,15,1,5,1,27,99
116555,669395,"Dylan Coleman",27,2024,"HOU",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,16
117180,681867,"Cooper Criswell",27,2024,"BOS",26,18,0,99.3,6,5,0,1,0,4.08,52,45,69,22,2,10,159,31,73,7,424,1756
117546,669721,"Davis Daniel",27,2024,"LAA",6,6,0,30.3,1,4,0,0,0,6.23,22,21,23,11,0,5,65,6,28,1,134,508
117703,663562,"Noah Davis",27,2024,"COL",9,0,0,20.3,0,0,0,0,1,5.75,15,13,22,6,0,3,46,7,15,0,96,362
119844,663372,"Ryan Feltner",27,2024,"COL",30,30,0,162.3,3,10,0,0,0,4.49,94,81,116,27,2,20,256,52,138,7,692,2571
120724,681892,"Kody Funderburk",27,2024,"MIN",27,0,0,34.7,1,0,1,0,5,6.49,26,25,26,10,1,4,65,15,32,5,161,652
121380,669302,"Logan Gilbert",27,2024,"SEA",33,33,1,208.7,9,12,0,0,0,3.23,83,75,82,39,1,26,267,37,220,4,803,3041
121406,670810,"Logan Gillaspie",27,2024,"SD",9,0,0,11.3,0,0,0,0,0,7.15,9,9,10,3,0,2,24,0,7,1,49,151
122242,675627,"Michael Grove",27,2024,"LAD",39,2,0,51,4,4,0,1,7,5.12,31,29,32,7,1,6,73,16,54,6,216,827
122776,663554,"Casey Mize",27,2024,"DET",22,20,0,102.3,2,6,0,0,0,4.49,57,51,86,20,4,11,182,29,78,2,452,1789
122878,663687,"Hogan Harris",27,2024,"OAK",21,9,0,72.3,4,4,0,0,0,2.86,29,23,42,14,2,7,104,33,61,3,305,1213
123117,669169,"Jonathan Heasley",27,2024,"BAL",4,0,0,5.3,0,1,0,0,0,16.88,11,10,8,0,0,2,16,3,4,1,29,108
123381,678226,"Daysbel Hernández",27,2024,"ATL",16,0,0,18,3,0,0,1,1,2.5,6,5,9,1,0,0,11,10,26,1,74,330
123585,682120,"Tim Herrin",27,2024,"CLE",75,0,0,65.7,5,1,0,2,16,1.92,17,14,28,9,0,2,54,25,68,5,257,1011
123765,663546,"Sean Hjelle",27,2024,"SF",58,0,0,80.7,3,4,0,0,7,3.9,37,35,64,9,1,10,125,14,75,5,337,1209
123804,663773,"Bryan Hoeing",27,2024,,34,2,0,53.7,2,3,0,0,4,2.18,15,13,33,5,1,4,62,14,43,0,210,782
124381,663623,"Jake Irvin",27,2024,"WSH",33,33,0,187.7,10,14,0,0,0,4.41,97,92,103,38,3,29,304,52,156,4,769,3046
125515,668873,"Caleb Kilian",27,2024,"CHC",2,1,0,10.7,0,1,0,0,0,4.22,6,5,7,2,0,2,19,6,7,0,48,167
125796,663568,"Stephen Kolek",27,2024,"SD",42,0,0,46.7,3,0,0,1,2,5.21,30,27,46,9,0,4,80,12,39,3,211,797
126346,681517,"Kyle Leahy",27,2024,"STL",33,0,0,48.7,1,1,1,0,3,4.07,23,22,25,11,0,4,63,10,33,1,191,695
126464,668984,"Casey Legumina",27,2024,"CIN",6,0,0,9.3,0,0,0,0,0,8.68,11,9,10,2,1,2,25,2,7,1,47,166
127265,663738,"Daniel Lynch IV",27,2024,"KC",16,3,0,43.3,2,0,1,0,0,3.32,17,16,17,6,0,6,53,15,39,4,175,631
127864,663436,"Davis Martin",27,2024,"CWS",11,10,0,50,0,5,0,0,0,4.32,25,24,40,5,0,5,70,23,47,5,220,892
128445,663704,"James McArthur",27,2024,"KC",57,0,0,56.7,5,7,18,7,2,4.92,36,31,49,10,1,8,104,13,49,3,246,901
129503,680911,"Owen Miller",27,2024,"MIL",1,0,0,2,0,0,0,0,0,18,4,4,3,1,0,1,9,1,0,0,12,37
132310,683068,"Zach Penrod",27,2024,"BOS",7,0,0,4,0,0,0,0,2,2.25,2,1,2,1,0,0,4,4,3,1,20,86
135865,680704,"Nick Sandlin",27,2024,"CLE",68,1,0,57.7,8,0,1,3,9,3.75,29,24,26,8,0,12,90,27,68,6,246,1003
136826,663767,"Chase Shugart",27,2024,"BOS",6,0,0,8.7,0,0,1,0,0,4.15,4,4,6,1,0,1,12,3,8,0,36,142
137001,663903,"Brady Singer",27,2024,"KC",32,32,0,179.7,9,13,0,0,0,3.71,77,74,116,34,3,22,281,54,170,10,762,2967
137044,669373,"Tarik Skubal",27,2024,"DET",31,31,0,192,18,4,0,0,0,2.39,54,51,99,24,4,15,219,35,228,9,753,2838
139251,667725,"Kyle Tyler",27,2024,"MIA",8,7,0,31.7,0,2,0,0,0,5.4,19,19,30,3,0,4,52,18,25,1,142,580
139720,681402,"Gus Varland",27,2024,,26,0,0,26.3,1,0,0,1,0,3.42,12,10,22,5,1,2,43,8,27,1,115,455
140026,681871,"Eli Villalobos",27,2024,"MIA",3,0,0,4.3,0,0,0,0,0,2.08,1,1,1,1,0,1,7,2,3,0,18,71
140232,663362,"Matt Waldron",27,2024,"SD",27,26,0,146.7,7,11,0,0,0,4.91,84,80,90,32,2,21,244,40,133,11,625,2450
141113,680739,"Josh Winder",27,2024,"MIN",4,0,0,9,0,0,0,0,0,3,4,3,6,1,0,0,8,1,10,2,38,141
141739,683232,"Nick Mears",27,2024,,54,0,0,57.7,1,5,0,2,14,5.93,40,38,41,13,0,7,95,24,75,0,256,1028
142702,684320,"Yariel Rodríguez",27,2024,"TOR",21,21,0,86.7,1,8,0,0,0,4.47,46,43,46,16,1,11,125,40,85,3,368,1502
143199,685116,"Austin Kitchen",27,2024,"MIA",4,1,0,7,0,1,0,0,0,14.14,12,11,11,4,0,1,23,3,4,0,42,158
143767,686654,"Ty Adcock",27,2024,"NYM",3,0,0,4.3,0,0,0,0,1,14.54,7,7,3,0,0,4,19,2,3,0,21,86
144613,686993,"Justin Sterner",27,2024,"TB",2,0,0,4,0,0,0,0,0,2.25,2,1,3,2,0,0,7,1,4,0,19,64
144894,687911,"Bryan King",27,2024,"HOU",28,0,0,26.3,1,0,0,0,0,2.39,7,7,14,5,0,1,28,10,32,3,109,416
144917,687922,"Easton Lucas",27,2024,,8,0,0,11.7,1,0,0,0,1,10.8,15,14,13,2,1,1,24,9,10,1,61,246
147180,688297,"Chris Roycroft",27,2024,"STL",27,0,0,34.3,1,2,0,1,1,4.19,19,16,22,5,2,2,46,17,33,4,155,596
101582,624133,"Ranger Suárez",28,2024,"PHI",27,27,1,150.7,12,8,0,0,0,3.46,63,58,92,32,2,14,218,41,145,5,626,2354
102207,624647,"Victor González",28,2024,"NYY",27,0,0,23.3,2,1,2,1,3,3.86,12,10,8,2,0,3,24,13,11,3,97,386
102491,641154,"Pablo López",28,2024,"MIN",32,32,0,185.3,15,10,0,0,0,4.08,90,84,121,33,0,26,291,41,198,8,772,2982
102514,641343,"Jake Bauers",28,2024,"MIL",4,0,0,4,0,0,0,0,0,4.5,2,2,2,3,0,0,8,4,1,0,20,75
102632,641745,"Brad Keller",28,2024,,16,2,0,41.3,0,4,1,1,0,5.44,28,25,28,11,0,9,86,15,32,2,192,741
102644,641793,"Zack Littell",28,2024,"TB",29,29,0,156.3,8,10,0,0,0,3.63,68,63,111,29,2,22,263,31,141,5,656,2485
103030,642520,"Gerson Garabito",28,2024,"TEX",18,2,0,26.3,0,2,0,1,0,4.78,15,14,16,3,0,4,38,12,22,4,115,492
103056,642547,"Freddy Peralta",28,2024,"MIL",32,32,0,173.7,11,9,0,0,0,3.68,74,71,92,24,1,26,247,68,200,10,725,3066
103196,642701,"Dennis Santana",28,2024,,62,0,0,71.7,3,1,3,0,12,3.89,33,31,33,18,2,4,91,21,69,4,287,1107
103743,656887,"Sean Reid-Foley",28,2024,"NYM",23,0,0,21.7,1,2,0,1,4,1.66,10,4,11,2,0,0,15,14,25,0,90,385
104324,650671,"José Quijada",28,2024,"LAA",22,0,0,19.3,2,2,0,2,7,3.26,9,7,10,1,0,1,16,17,24,2,84,379
104730,656240,"Scott Blewett",28,2024,"MIN",12,0,0,20.3,1,1,0,0,0,1.77,5,4,10,5,0,2,28,8,18,1,85,319
104779,656427,"Jack Flaherty",28,2024,,28,28,0,162,13,7,0,0,0,3.17,61,57,88,18,5,24,235,38,194,4,649,2563
104805,656550,"Grant Holmes",28,2024,"ATL",26,7,0,68.3,2,1,0,1,1,3.56,27,27,49,10,0,7,97,15,70,2,282,1024
104816,656605,"Mitch Keller",28,2024,"PIT",31,31,1,178,11,12,0,0,0,4.25,90,84,110,38,11,23,311,50,166,15,773,2851
104824,656629,"Michael Kopech",28,2024,,67,0,0,67.7,6,8,15,5,9,3.46,27,26,31,4,0,9,75,34,88,5,279,1142
104914,657006,"Justin Steele",28,2024,"CHC",24,24,1,134.7,5,5,0,0,0,3.07,54,46,76,23,0,12,170,37,135,4,555,2046
104930,657053,"Touki Toussaint",28,2024,"CWS",11,0,0,23,1,2,0,0,1,7.43,19,19,24,6,2,3,54,18,26,1,117,491
105466,660896,"Jorge Alcala",28,2024,"MIN",54,0,0,58.3,4,3,0,1,16,3.24,23,21,23,8,1,8,74,20,58,3,235,931
105559,660825,"Eduard Bazardo",28,2024,"SEA",23,0,0,27.7,2,0,0,0,0,4.88,15,15,15,3,0,2,29,9,33,0,108,441
105588,641360,"Phil Bickford",28,2024,"NYY",8,0,0,8.3,0,0,0,0,0,8.64,9,8,7,2,0,1,15,1,6,1,39,154
105703,656302,"Dylan Cease",28,2024,"SD",33,33,1,189.3,14,11,0,0,0,3.47,80,73,84,34,1,18,227,65,224,2,762,3188
105831,660853,"Enyel De Los Santos",28,2024,,64,0,0,64,1,2,2,2,9,5.2,38,37,30,17,1,17,135,25,66,5,278,1127
106610,663978,"Chris Paddack",28,2024,"MIN",17,17,0,88.3,5,3,0,0,0,4.99,50,49,72,16,0,14,160,21,79,1,384,1460
106750,656896,"Emmanuel Rivera",28,2024,"MIA",4,0,0,4,0,0,0,0,0,9,4,4,6,0,0,1,10,0,0,1,20,56
107084,663989,"Nick Vespi",28,2024,"BAL",11,0,0,12.3,0,0,0,0,0,2.92,4,4,5,4,0,1,17,3,9,0,49,169
107689,656353,"Tucker Davidson",28,2024,"BAL",1,0,0,4.7,1,0,0,0,0,0,0,0,4,0,0,0,4,2,1,0,19,67
107971,670059,"Colin Holderman",28,2024,"PIT",55,0,0,51.3,3,6,0,5,21,3.16,23,18,28,7,1,6,69,25,56,5,223,869
108116,663992,"Richard Lovelady",28,2024,,35,0,0,34.3,3,6,2,2,4,4.46,18,17,25,6,0,3,49,11,26,2,147,528
