Top 100,Org Rk,Name,Org,Pos,Current Level,ETA,FV,Risk,Trend,Age,Ht,Wt,B,T,Sign Yr,Sign Mkt,Sign Org,Bonus,Signed From,Report,Video,PlayerId
,12,"Chandler Champlain","KCR","SP","AAA",2024,"40+","Med",,"24.1888888","6' 5""","220","R","R",2021,"Draft","NYY",150000,"USC","Of the three pitchers Kansas City got back from the Yankees in the Andrew Benintendi trade, Champlain is performing the best and was promoted to Double-A just prior to list publication. He's throwing a ton of strikes (despite a high-effort delivery), eating innings, and maintaining mid-90s velocity. Champlain bullies the zone with imprecise fastballs that feature natural cut and his two distinct breaking balls. He may also be throwing a splitter now, but they are rare. Champlain has held his walk rates down for long enough now that it's time to upgrade his projection from the bullpen into the rotation. He has a shot to develop three above-average pitches, but there's not a clear weapon to thwart lefties here just yet.",,"sa3018138"
,12,"Jordan Leasure","CHW","SIRP","MLB",2024,"40+","High",,"25.1277777","6' 3""","215","R","R",2021,"Draft","LAD",125000,"Uiversity of Tampa","Leasure has had a significant velo spike across the last couple of seasons and leapt from the 94-96 mph range to the 96-98 between 2022 and 2023. His fastball also added a few grades worth of movement, and the violent, vertical-slotted Leasure generates big carry on his fastball, giving it in-zone bat-missing potential. His fastball execution, both with regard to strikes and quality of those strikes, is well below-average. Leasure leaves a lot of his heaters in the middle of the zone. His delivery is quite violent but he has late-inning stuff in his fastball and nasty upper-80s slider, which has huge length for a pitch that hard. His lack of control will probably dilute his performance somewhat and make him an erratic middle reliever, but his stuff is on par with that of the second or third best arm in a lot of good bullpens. ",,"29950"
,12,"Connor Thomas","STL","SP","MLB",2023,"40+","Low",,"25.3388888","5' 11""","173","L","L",2019,"Draft","STL",340000,"Georgia Tech","Thomas epitomizes the pitchability lefty archetype, a sinker/cutter surgeon who lives on the black. Most of his swings and misses are generated with his slider, while the interplay of his sinker and cutter helps him stay off barrels and generate a plus groundball rate. Thomas has worked at least 122 innings each of the last two seasons en route to a 40-man spot and an assignment to Triple-A to start 2023. Thomas' career walk rate as a pro has hovered around an incredible 6% and he seems quite durable. While he has fifth starter stuff, Thomas' precise feel to pitch and ability to eat innings has us valuing him in the 40+ FV tier. He won't be a dominant big league starter — his stuff isn't on par with the 45 FV and above pitchers who we project as key pieces on a contender's staff — but he's also too good to just slap a fifth starter grade on him and call it a day. He's ready and waiting to make his big league debut.",,"25873"
,12,"Agustín Ramírez","NYY","C","MLB",2025,"40+","High",,"22.0583333","6' 0""","225","R","R",2018,"J2","NYY",,"Dominican Republic","Here we have a situation where the lost pandemic season makes it extra tough to interpret a player's performance. In part because there was no 2020 minor league season, Ramirez has spent four years in rookie ball. Historically, players for whom that's true haven't tended to make it. Ramirez repeated the complex level in 2022 and hit .304/.386/.506 as a 20-year-old catcher. It's dubious to trust that performance given his age for the level, but with Antonio Gomez (and Anthony Seigler, for a while) ahead of him at Low-A, there wasn't another place to put Ramirez. You would expect a player repeating a level to improve, but Ramirez's leap was stark. He halved his strikeout rate from the previous season (from 30% to 15%) and produced immense power for a 20-year-old hitter, with hard-hit and barrel rates well above the big league average. The power isn' new — it enabled Ramirez to have an above-average offensive season in 2021 despite his swing and miss issues at the time — but his ability to tap into it to this degree thanks to improved feel for contact unlocked a whole new level of power production in 2022. His bat speed is plus and causes Ramirez's swing to have that dramatic, over-the-head helicopter finish Yankees fans know from Miguel Andújar. 
The power is real, but is the same true of his bat-to-ball ability? The underlying data is very encouraging (85% Z-contact%), but how much of the improvement is simply due to Ramirez's extended stay in rookie ball? Ramirez isn't a lock to stay at catcher but has the arm to play there if he can polish the other aspects of his defense. The old adage is that catchers tend to break late, and in this case you hope ""late"" means after having toiled away at the lowest levels for a pretty long time. Ramirez is the same age as a college draft prospect and if you were to parachute his tools (chiefly, the power and arm strength) into a college catcher, I think this toolset goes in the late-second to third round. 
It will be interesting to see what kind of line the Yankees take here. Ramirez is Rule 5 eligible. Do they accelerate his promotion track to see if they want to roster him after the 2023 season or do they take a more conservative line and leave him at Tampa all year knowing it's unlikely another team will pop him in next offseason's Rule 5? If their behavior with Antonio Gomez is any indication, they'll slow play Ramirez. Regardless, he's an interesting high-variance prospect in the lower part of the system.",,"26546"
,12,"Samuel Stafura","CIN","SS","A+",2028,"40+","High",,"18.8777777","6' 0""","188","R","R",2023,"Draft","CIN",2500000,"Panas HS (NY)","His athleticism and defensive footwork doesn't scream ""slam dunk shortstop,"" but Stafura makes a fair number of acrobatic plays by virtue of his body control and feel for throwing accuracy; the latter enables him to hit the first baseman in the chest from odd and difficult platforms. Most importantly, Stafura can hit. Again, he isn't an explosive rotational athlete but he tracks pitches like a missle defense system and has a short, compact swing. Of the bat-driven infielders in the 2023 draft class, Stafura's bat-to-ball skill is about as good as a lot of the first round types, but he presents a less exciting athleticism/projection package.",,"sa3022612"
,12,"Yilber Díaz","ARI","SIRP","MLB",2025,"40+","High",,"23.1166666","6' 0""","190","R","R",2021,"Intl15","ARI",,"Venezuela","Diaz is a high-octane relief prospect with a mid-90s heater and a plus curveball. He's been deployed as a starter so far in pro ball, but with a frame and delivery like his, Diaz is almost certainly destined for the bullpen. And it's possible he will be an impact reliever, as he's sitting 95-96 mph as a starter and has an absolute hammer curveball. He's a short, open strider with a flat, riding heater and a deep breaker that's about 20 mph slower than the fastball. He's a post-2024 40-man add in waiting, and Diaz has until then to develop a third pitch and improve his command in order to outperform expectations and continue to start.",,"29271"
,12,"Mason Auer","TBR","RF","CPX",2025,"40+","Med",,"22.5833333","6' 1""","210","R","R",2021,"Draft","TBR",312500,"San Jacinto (TX)","A toolsy two-way prospect at Kickapoo High School in Missouri, hit tool questions funneled Auer to college and he spent a year at Missouri State before transferring to San Jacinto for his sophomore season. The Rays used a fifth rounder on him and Auer slayed A-ball as a 21-year-old in his first full pro season, slashing .290/.372/.487 split between Low-A Charleston and High-A Bowling Green. Then Auer went to the Arizona Fall League, where he stood out among lots of other premier hitting prospects because of his physicality and showcase tools. Auer is one of the buffest players in all of pro baseball, an 80 on the beefcake scale, and the strength of his upper body helps facilitate his power output. He also runs well enough to continue seeing time in center field (a jailbreak 4.19 was his best AFL bolt, with most times in the 4.25-4.30 second range, better than average) and could be plus in a corner if he can't stay there. Some of Auer's batting average performance was BABIP-driven, and his K% spiked after promotion. His feel to hit is south of average even though his surface-level stats indicate otherwise, but the entire package looks like a good big league outfielder, the sort Tampa Bay tends to Voltron together with a lefty-hitting partner to create a 3-WAR player in aggregate.","krnDytIK-Mk","sa3017791"
,12,"Jhonkensy Noel","CLE","1B","MLB",2023,"40+","High",,"22.2111111","6' 3""","250","R","R",2017,"J2","CLE",100000,"Dominican Republic","Noel, who turned 21 in the middle of the season, split 2022 between High-A Lake County and Double-A Akron, struggling with the same things he has throughout his career while getting to his incredible power anyway. He finished with a .229/.310/.489 line, pulled down by his early-season struggles with Lake County (where he had a .286 OBP), but Noel still managed to torch 32 homers, tied for sixth in all the minor leagues. Noel rivaled Francisco Álvarez for the 2022 Futures Game's most impressive BP session, peppering the outer reaches of Dodger Stadium's left field bleachers with relative ease. His raw power is approaching the very top of the scale, and even though he has the measurables of an NFL edge rusher and is already physically maxed out, the he'll probably get to 80-grade raw through maturity. It's amazing how he can generate god-like thunder with such a simplistic swing. His hands load very shallow and he's relatively short back to the ball, generating huge power over a short mechanical distance. While he doesn't have a chiseled physique, he is an explosive rotational athlete, which you can see in the way his hips fire throughout his swing. His hips clear and his hands rip through the zone with big uppercut, enabling Noel to strike the baseball in the air with consistency and get to his power in games.
There are some sizable red flags here. Noel's approach is not good. He chased at a 38% clip in 2022, and it's rare for any first base-only player (he stopped playing third after his promotion to Akron, and the early returns in LF/RF were rough) who chases that much to pan out. C.J. Cron and Luke Voit are pretty neat comps for Noel from a plate discipline and in-zone contact standpoint, and provide the template for how to value his skills in a real-world baseball setting, but fantasy players are probably going to want to juice this guy because of his power production.",,"24257"
,12,"Garrett Baumann","ATL","SP",,2028,"40+","High",,"19.1277777","6' 8""","240","R","R",2023,"Draft","ATL",747500,"Hagerty HS (FL)","A huge-framed high school righty who was routinely into the mid-90s during short showcase outings, Baumann was 91-95 across his entire senior spring more broadly and peaking higher than that. His breaking ball feel is ahead of its raw quality, but the shape of an upper-70s slurve is present and presents workable raw material for the Braves dev group. His changeup quality is way ahead, and Baumann's best present pitch. There's some low-hanging mechanical fruit for development here. There's room to get more out of his lower half, and Baumann's arm action is very long. Baumann presents big variance, including impact starter upside. Key in on alterations to his delivery and/or breaking ball shape/velo as indicators of change and a potential breakout.",,
,12,"Jesus Lopez","TEX","C","CPX",2027,"40+","High",,"18.3527777","6' 1""","180","L","R",2022,"Intl15","TEX",,"Venezuela","After Sebastian Walcott, Lopez is the most exciting Rangers prospect on the complex, a physical lefty-hitting catcher with real barrel feel and all-fields power. I watched him spray 97 at the letters into the oppo gap during spring training, then dip and rip a low curveball to right field in his next at-bat. He is stocky and physically mature but quite powerful, and he's capable of flattening his bat path, driving his top hand through contact, and generating huge pull power for a hitter his age. He needs to polish his receiving, but Lopez's lateral agility behind the dish is exciting and commensurate with a viable big league catcher. There is strikeout risk here because Lopez's approach is so geared for power, but if he's even a 30 bat and getting to as much power as I think he will, Lopes will have a shot to be a primary catcher.",,"sa3018638"
,12,"Estuar Suero","PIT","CF","A",2028,"40+","High",,"18.0888888","6' 5""","180","S","R",2022,"Intl15","SDP",325000,"Dominican Republic","Suero is one of the higher-variance prospects in this system, a lanky center fielder who stands out immediately as the Padres' complex group gets off the bus because of his size. Two aspects of Suero's prospectdom have changed significantly since Fall Instructional League. First, he has already started to fill out and become quite strong for a hitter his age. He was very skinny last fall as the pro scouting community became more familiar with him, but he's now considerably stronger. Second, Suero's feel for center field is quite good. He eats up a ton of ground in the outfield thanks to his gargantuan strides and, he actually has a chance to stay out there depending on just how big he gets. Suero has hit tool risk. His front side stays very high through contact and his levers are long, so he's vulnerable in a few different ways. But this is also a long-levered, 17-year-old switch-hitter, and to expect him to have feel for his body and swing at this stage is unreasonable. Suero is probably going to be a slow-developing prospect, but he has enormous upside as a switch-hitting center fielder with power.",,"sa3018481"
,12,"Frederick Bencosme","BAL","SS","AA",2027,"40+","Med",,"20.7666666","6' 0""","160","L","R",2019,"J2","BAL",,"Venezuela","Along with Basallo, the lefty-hitting Bencosme is the other young hitting prospect in the system who may be poised to take a leap in 2023. Bencosme is a skills-over-tools type of prospect with smooth infield footwork and actions, and most importantly, precocious feel for contact. He tracks pitches well and guides the barrel to them consistently. There isn't huge bat speed or strength here right now, and Bencosme's game is more slick and skillful than it is electric. Even though he's still growing into his body, slow twitch athletes like him are thought to be less likely to develop impact power through physical maturity. His bat-to-ball talent is so good, however, that Bencosme might only need to develop 40-grade power to be an effective offensive player, especially if he can stay at shortstop, though his piriform build makes him a ""maybe"" there. Developing power becomes more important should Bencosme have to move.",,"sa3016779"
,12,"Warming Bernabel","COL","3B","AAA",2024,"40+","Med",,"21.3194444","6' 1""","180","R","R",2018,"J2","COL",900000,"Dominican Republic","Bernabel's lively hitting hands drive a fairly exciting hitter profile even though he has some scary indicators related to his plate discipline. Bernabel's swing is rhythmic, balanced, athletic, and has natural loft without compromising contact. He has great bat-to-ball feel in the zone (86% Z-contact%), and the lightning-fast way his hands fire allows him to let the baseball travel deep before deciding to swing. He often decides wrong, though. Bernabel is one of the more aggressive hitters in all of pro baseball, chasing at a 37% clip and swinging 54% of the time in 2022. 
After a very slow first month of 2023, Bernabel hit the IL with back spasms and missed the month prior to list publication. At this stage of the season, my hope was that he would either keep raking or be exposed and be forced to adjust, but the injury has prevented the latter from happening. He has the hit and power combination to be an everyday third baseman if he can chase fewer non-competitive breaking balls, but he's a risky young hitter because of how often he tends to. Bernabel is on the 40-man roster and in his first option year. He's quite young and still only has about a month of reps above A-ball. His second option year will almost certainly be used next season as he continues to try to be more selective or be eaten alive by more mature pitching. The time away adds risk to an already shaky profile, so I've rounded Bernabel's FV down a tier since the Imminent Big Leaguers article.","gd_cp1v7bBg","26536"
,12,"Ethan Small","MIL","SP","",2023,"40+","Med",,"26.6305555","6' 2""","214","L","L",2019,"Draft","MIL",1800000,"Mississippi State","Small has now had two consecutive seasons with lots of walks, and as he's aged into his mid-20s, it's become clear that he's not a great on-mound athlete, which makes it less likely those issues will improve. There are still two real big league weapons here, especially Small's devastating changeup, which has so much action that hitters often miss it even when it's in the zone. The utility of Small's low-90s fastball is bolstered by his deceptive, Kershaw-like arm stroke, the huge extension he gets down the mound, and his crafty array of different deliveries, which disrupt hitters' timing. Because he has two option years left, it's likely Small will continue to be developed as a starter in the short-term, and he and Janson Junk feel like the best taxi squad options on Milwaukee's 40-man. But Small's intermediate and long-term forecast includes fairly significant relief risk because of his track record of walks and his/Milwaukee's inability to find a third pitch (his breaking ball spin rate regressed by about 300 rpm since the last data load we sourced). Even if that's the case, Small still has impact potential if he sees a velocity boost in short outings. That would give him a truly plus fastball to go with the superlative cambio.","dvl3MjEY7LY","26364"
,12,"Tucker Toman","TOR","2B","A+",2028,"40+","High",,"19.8861111","5' 11""","187","S","R",2022,"Draft","TOR",2000000,"Hammond HS (SC)","Toman was Toronto's fourth pick in the 2022 draft (he went 77th overall) but got the second-highest bonus at a cool $2 million, which kept him from joining the star-studded party at LSU. Toman has huge, switch-hitting bat speed, though more from the left side than the right. He had a rough stretch during the middle of his showcase summer, then righted the ship in Jupiter in the fall. His contact-to-whiff ratios from showcase play are fine across a large sample, but a lot of his swings and misses are dramatic ones, nowhere close to the baseball. That said, a similar issue was part of why Bo Bichette fell out of the first round of his draft. We are bearish about Toman's defense. He has 40 defensive hands and actions, but is workable at second base and should at least start there in pro ball, with left field as the fallback. There's big variance here, but it's rare to find switch-hitting infielders with this kind of present power, so Toman's ceiling is pretty big. If he ends up hitting, he'll be similar to young Yankees stud Oswaldo Cabrera.",,"sa3020132"
,12,"Hendry Chivilli","MIN","SS","CPX",2029,"40+","High",,"18.0472222","6' 3""","165","R","R",2023,"Intl15","MIN",2100000,"Dominican Republic","The scintillating Chivilli was ranked seventh in the 2023 international amateur class and signed for a little over $2 million in January. He has a long-levered, projectable frame, runs a 6.5 60-yard dash, has a 70-grade arm, and also has exciting bat speed. He's also shown a relatively mature two-strike approach in games, and tracks pitches well, but most scouts see him as a power-over-hit sort of prospect. As well-rounded as he is exciting, Chivilli has big long-term ceiling and talent commensurate with a sandwich round high school draft pick. He spent the first half of 2023 working out at the Twins complex in the Dominican Republic and will spend his first pro season in the DSL.",,"sa3021095"
,12,"Roberto Campos","DET","RF","AA",2025,"40+","High",,"20.2972222","6' 3""","200","R","R",2019,"J2","DET",2850000,"Cuba","Campos, who signed for $3 million in 2019, lost what would have been his first pro season to the pandemic and performed at a slightly above league-average level as a 19-year-old in full-season ball last year. He's off to a hot start in the 2023 Midwest League, where hitters don't tend to get off to hot starts because of the weather, and we're now a couple of years removed from when Campos' strikeout rates were concerningly high. He could stand to have a better two-strike approach (this guy has the power to shorten up and still have a chance to do damage), but Campos has shown advanced vertical plate coverage and all-fields power. At age 20 he's already chiseled and athletic in a way that would fit in on a big league field, and he has above-average bat speed and runs well underway. Because he's already so muscular, Campos doesn't have a ton of physical projection, but he's otherwise a complete, well-rounded corner outfield prospect with a potent hit/power blend, bearing similarities to Hunter Renfroe.",,"sa3014683"
,12,"Teddy McGraw","SEA","SP",,2026,"40+","High",,"21.9194444","6' 3""","210","R","R",2023,"Draft","SEA",600000,"Wake Forest","McGraw has had two elbow surgeries in the last half decade, missing his senior year of high school with a traditional TJ and his junior year of college with another elbow reconstruction, this time the internal brace procedure that's becoming more common. McGraw was generating buzz just before the season, with some scouts considering his stuff superior to Rhett Lowder's. He showed two above-average secondary pitches and mid-90s velo as a sophomore on Cape Cod and with Team USA, but his velo took a meaningful step forward just before he blew out for the second time, when McGraw was sitting 95-98. It's pretty important for all of that velocity to come back because McGraw's fastball plays down a little bit due to its shape. If it doesn't, then McGraw is more likely to be a reliever who leans a ton on his plus slider to get by. It has huge length and two-plane sweep, and hitters often swing inside it even when they identify slider out of hand because it just keeps bending and bending further away from them. McGraw also showed right-on-right changeup feel during the 2022 summer. There are three potential above-average pitches here, but the slider is the only one that's bankable as of draft time. There will come a point, probably early on Day Two of the draft, when McGraw's upside will trump the high-floored, vanilla college pitching alternatives in the mid/late-second round. This guy has mid-rotation upside when wholly intact and has missed two of the last five years with injury, perhaps scratching the surface of his pitchability.",,
,12,"Kevin Made","WSN","SS","AA",2025,"40+","High",,"21.0583333","5' 9""","180","R","R",2019,"J2","CHC",1500000,"Dominican Republic","Made is still percolating in the mid-minors, but we caution against prospect fatigue here. He's a projectable, well-rounded shortstop whose bat-to-ball performance is improving. The game is still a little too fast for him at times, especially on defense, but his age, present skills and body projection give him a chance to break out during the next couple of years. He split 2022 between Low- and High-A, and while his numbers dipped after his mid-season promotion, he seemed much more comfortable at the plate than he had the previous season when he was challenged with a perhaps premature entrance into A-Ball as an 18-year-old. His most significant step forward was a vastly improved recognition of balls and strikes, with his walk rate jumping from a meager 2.5% in 2021 to 11% throughout 2022. He began 2023 at High-A and has maintained his double-digit walk rate, while simultaneously lowering his strikeout rate into the mid-teens. Made's swing is balanced, with simple mechanics and lots of rotation, but he’s yet to tap into power. He's running a 77% contact rate so far in 2023, more because of his swing's simplicity than his feel for the barrel. He's young enough to hope he'll grow into meaningful power. We'll stop short of projecting Made as an everyday shortstop, but he has a puncher's chance to be one.",,"sa3014679"
,12,"Michael Knorr","HOU","SP","AAA",2026,"40","Med",,"23.3861111","6' 5""","245","R","R",2022,"Draft","HOU",594300,"Coastal Carolina","Knorr transferred from Fullerton to Coastal prior to his senior year, had a velocity spike, and suddenly looked like one of the college prospects with the best chance to pitch in a big league rotation thanks to his combination of repertoire depth and newfound arm strength. He was ranked 80th on the 2022 draft board and went right around that area, going to Houston in the third round. Knorr's curveball depth will play nicely with his riding fastball and his glove-side command of a curt little slider will help that pitch to play, but none of his pitches are especially nasty. Knorr is likely to end up in the fifth starter mix down the line, with more of a no. 4/5 look if his slider quality improves under the Houston dev program.",,"sa3020872"
,12,"Camden Minacci","LAA","SIRP","AA",2026,"40","Med",,"21.7138888","6' 3""","215","R","R",2023,"Draft","LAA",328500,"Wake Forest","Wake Forest's closer has a quick-moving middle relief look. Powerful lower half, deep into legs throughout delivery, violent head whack and arm path. Fastball routinely 94-96 mph and up to 99, upper-80s slider with inconsistent shape, best ones have more vertical drop like a curveball.",,"sa3022728"
,12,"Joey Estes","OAK","SP","MLB",2024,"40","Med",,"21.9805555","6' 2""","190","R","R",2019,"Draft","ATL",500000,"Paraclete HS (CA)","Still just 21-years-old, Estes started the 2023 season at Double-A, where his fastball is sitting 92-94 mph. His strikeout rate is in the low 20s – a far cry from the eye popping 32% he posted in his breakout 2021 season – but he’s garnered a very high percentage of in-zone swing-and-miss, particularly on his fastball. This is largely thanks to the shape of his four-seamer, which has consistent ride and run, as well as his ability to vary his sequencing in a way that keeps hitters off balance. His two mid-80s secondaries are about average. His slider features occasional sweep, while his changeup is a firmer, tumbling offering, and he’ll deploy them both against hitters on either side of the plate. He looks the part of a backend starter, with a high likelihood of reaching that role barring development-delaying injury.",,"26257"
,12,"Aroon Escobar","PHI","2B","AA",2027,"40","Med",,"18.75","5' 11""","180","R","R",2022,"Intl15","PHI",450000,"Venezuela","Escobar is a stout, versatile infield prospect with a contact-driven profile. His lively hitting hands are short and direct to the ball, making Escobar very difficult to beat in the strike zone. Though he's already quite stocky and lacks anything close to typical projection for a teenage hitter, Escobar's hands have promising thunder in them, and he's a loose and explosive rotator in his hips. Despite Escobar's relative physical maturity, there's power projection here based on his capacity for movement and contact quality. It's harder to reconcile his size with his defensive forecast. Though he's played all the infield positions but first base, it's tough for infielders with his build to stay at shortstop long-term. An agile low-to-the ground athlete, he's a suitable infielder more in the 2B/3B mix. Here again we have a prospect whose ability to be an impact player will need to be driven by a premium hit tool, and the early indications are that this is plausible for Escobar. The extremely loose comp to make here is Jean Segura, whose hit tool represents a high-end outcome.",,"sa3018463"
,12,"Javier Sanoja","MIA","CF","MLB",2025,"40","Med",,"21.0777777","5' 7""","150","R","R",2019,"J2","MIA",,"Venezuela","Sanoja is a diminutive, plus-running up-the-middle prospect with precocious bat-to-ball skills and much less physicality than is typical for a big leaguer. He was extremely tough to strike out in the 2021 DSL and has bounced back and forth between the Low-A roster and the complex group for the last couple of seasons, solidifying himself at the top of Jupiter's order in 2023. Sanoja hasn't gotten much stronger during that stretch and is still less physical than most other Low-A players. His hitting hands and feel for the barrel remain exciting, though, especially combined with his speed. While he's seen action all over the infield during his pro career, more recently Sanoja has been playing a lot of center field, with some time at both middle infield spots sprinkled in. He's looking pretty good out in center, where his speed could make him a plus defender with time, and his arm strength plays better than it did on the infield. There's risk Sanoja walks the Carlos Tocci path, where he isn't able to develop viable big league strength, and his chase rate is pretty scary, but his versatility at several positions combined with his bat-to-ball skill should make him a role player.",,"28253"
,12,"Noel Vela","SDP","SP","A+",2025,"40","Med",,"24.7777777","6' 1""","185","L","L",2017,"Draft","SDP",125000,"Veterans Memorial HS (TX)","I'm not exactly sure what's going on with Vela health-wise. He was on the IL due to bone spurs in his elbow until a late-June rehab outing that lasted less than an inning, and he hasn't pitched again since. When I saw him during the spring, he was sitting 92, with all of his curveballs average or better, and several of them plus. When I went back to check his 2022 pitch data (there's nothing else from this season to go on yet), I was surprised to see his changeup missed bats at a plus rate last year. His changeup feel has outpaced its quality in my looks, but it performed in a big way against High-A hitters in 2022. There's a backend starter foundation here, Vela is just seemingly still dinged up.",,"sa3005177"
,13,"Caleb Kilian","CHC","SP","MLB",2023,"45","Low",,"26.3305555","6' 4""","180","R","R",2019,"Draft","SFG",397500,"Texas Tech","A 2019 eighth rounder out of Texas Tech, Kilian missed what would have been his first full pro season due to the pandemic and looked underwhelming during 2020 instructs, sitting 91–93 mph with fringe secondary stuff in a few short outings. In the couple of seasons since then, he was sent from San Francisco to Chicago as part of the Kris Bryant trade, experienced a velocity spike, and saw his command (once projected as a 70-grade attribute) regress somewhat (due to a stylistic shift) en route to his big league debut. 
Kilian will work with a nasty two-seamer that eats right-handed batters alive on the inner third. He also throws a four-seamer that at times has natural cut, as well as a more overt cutter in the upper-80s. He can reach back for velocities peaking in the 97–99 band but tends to sit in the 92–96 range throughout a start, and his stuff is much more about inducing weak contact than it is about missing bats. After showing a precise east/west style of pitching early in his pro career, Kilian has begun to take a less efficient north/south approach, especially with his four-seamer. He doesn't have a plus bat-missing secondary, so pure velocity is his best way of punching hitters out. He'll frequently show you a 77–82 mph curveball, but that pitch is as much about stealing early-count strikes as it is about finishing hitters off. Without the tools to strike out a batter per inning, Kilian is more of an innings-eating sort who projects toward the back of a good rotation.","E2pDNeZBu40","26213"
,13,"Blade Tidwell","NYM","SP","MLB",2026,"40+","High",,"22.3138888","6' 4""","207","R","R",2022,"Draft","NYM",1850000,"Tennessee","An old school power pitcher, Tidwell has a big, broad-shouldered frame, a mid-90s fastball, and a biting slider for which he shows fairly consistent glove-side feel. His feel for changeup location is much less consistent, but Tidwell will occasionally flash a plus one. He was only a true freshman in 2021 and missed a chunk of the 2022 college season with a shoulder injury, so there's arguably more changeup projection here than is typical for a college prospect due to Tidwell's lack of reps; he only threw about 48 innings in 2022 when you combine his college and pro workload. Tidwell's 2022 shoulder injury and his somewhat violent delivery are a little bit scary. He's very tightly wound and stiff, more mechanically similar to big league relievers than workhorse starters. The rate and quality of his fastball strikes also tends to be mixed, and when things are working, he's more of an in-zone bully than someone with precise command. This, combined with the shape of his fastball, makes him vulnerable to in-zone contact more than you'd guess for someone sitting in the mid-90s. Tidwell has struggled to throw strikes early in 2023 and looks reliever-y enough for his pre-draft FV grade to come down a little bit. It's still early, but things here are trending toward the bullpen, and while Tidwell's stuff is good, it isn't so good that he'd easily project as a set-up man or better if such a shift eventually occurs.",,"31701"
,13,"Reggie Crawford","SFG","SIRP","AAA",2026,"40+","High",,"22.825","6' 4""","235","L","L",2022,"Draft","SFG",2300000,"UConn","In 2021, Crawford was the first player in Cape Cod League history to top 100 mph on the mound and also hit a home run in the same season. He’d regularly been up to 99 mph and would peak at 102 that summer, carrying considerable buzz into offseason, but Crawford blew out and needed Tommy John that fall. The injury cost him his junior season (and likely early-first round draft consideration), but it wasn't enough to scare off the Giants, who selected him 30th overall in 2022. After tuning up on the complex in Arizona, Crawford made his long-awaited return this May and has been developing as a two-way player… sort of. He was making short starts (capping out at two innings) every five days from late May to mid-June, with one DH appearance in between them. He is still sitting in the upper 90s with huge uphill tailing action that he doesn't command. He didn’t issue a walk until June 16, but put on the tape and Crawford is spraying his heater all over the place, which was also the case in college. If you've noticed that Crawford hasn't pitched since that June 16 outing, don't fret; he threw a bullpen two days prior to list publication. 
Crawford is a prospect of extreme variance. His overall athleticism, his power in the batter's box, and the quality of his stuff are all exciting components that make sense to tease out slowly and simultaneously in the event that he can actually do both at the big league level. At the very least, his post-op innings limit gives the Giants the ability to fold hitting into his mix and see how he handles pro pitching, just in case that ends up being what he's best at. Still more a developmental project than anything else, a power lefty reliever outcome sits in the middle of Crawford’s projection.",,"sa3020457"
,13,"Tyler Gentry","KCR","RF","AAA",2024,"40+","Med",,"24.6666666","6' 0""","210","R","R",2020,"Draft","KCR",750000,"Alabama","Gentry is neither his incredible 2022 (.321/.417/.555) nor his (to this point) lousy 2023, but rather a player somewhere in between. He is struggling on the surface with Triple-A Omaha this season, but he still looks like the same player he has since college, both to the eye and if you look under the analytical hood. Everything — from his whiff rates to his hard-hit rate, his chase rates to the quality and explosivity of his swings — is about the same as it was last year. He's a well-rounded player with mostly average tools (aside from his excellent arm) who is capable of hitting for extra-base power to all fields. Gentry has a cluster of swings and misses against fastballs up and away from him, but he also makes contact with lots of pitches in that area, and his plate coverage is quite good in general, in part because he has a sentient two-strike approach. He continues to project as the smaller half of a corner outfield platoon.",,"27784"
,13,"Sean Burke","CHW","MIRP","MLB",2025,"40+","High",,"23.7861111","6' 6""","230","R","R",2021,"Draft","CHW",900000,"Maryland","Burke is a really athletic 6-foot-6 righty (he was a good high school hooper) who had TJ near the end of his senior year of high school, then missed his entire true freshman season at Maryland in order to rehab. The start of his sophomore year was electric (22 innings, 35 strikeouts), as Burke was up to 95 mph and showed a vertically-oriented fastball/curveball combo, but that was the 2020 season and he couldn't truly establish himself for the following year's draft. He looked relievery throughout 2021, flashing big heat but generally sitting 90-93, while walking 42 hitters in 74 innings; the White Sox took him in the third round. 
He spent most of 2022 at Double-A Birmingham, striking out 31% of opposing hitters, albeit inefficiently, usually in three-to-five inning chunks. Strike-throwing problems (48 walks in 108 innings) indicate relief risk, but remember that Burke is a big-bodied athlete who has much less on-mound experience than is typical for a prospect his age. Yes, he is projected as a multi-inning bullpen weapon here, but there is still reasonable hope that he can start eventually. And Burke's repertoire is clearly developing. His velocity has climbed in pro ball — it was 92-93 during his post-draft instructs, then was 93-95 and up to at least 97 throughout 2022 until it dipped at the very end. It's an impact heater with top-of-the-zone utility, the best weapon in Burke's four-pitch mix. His usage of his mid-80s slider/cutter has ticked up in pro ball, becoming Burke's most-used secondary pitch, while his changeup was back-burnered throughout the season before rematerializing in his final few outings with Charlotte. Even though Burke's curveball can be easy to identify out of hand, now that it's his third pitch and more surprising for hitters to see, it actually garnered the best whiff rate of them all. He's raw for a pitcher who has tasted Triple-A, but Chicago's competitive hopes in 2023 could press Burke into major league action if they think aspects of his repertoire would play in a big league bullpen. If not, his 40-man timeline puts his ETA in 2025.","kIgHNMwtCh0","29878"
