Top 100,Org Rk,Name,Org,Pos,Current Level,ETA,FV,Risk,Trend,Age,Ht,Wt,B,T,Sign Yr,Sign Mkt,Sign Org,Bonus,Signed From,Report,Video,PlayerId
,24,"Tyler Stuart","WSN","SP","AA",2025,"40","Low",,"25.9805555","6' 9""","250","R","R",2022,"Draft","NYM",220000,"Southern Mississippi","Stuart was acquired from the Mets last year in exchange for Jesse Winker. He's a strike-throwing behemoth who has tended to keep his walk rates down in the 2.5 per 9 IP range since entering pro ball, but an early-2025 elbow issue and subsequent problems with command have more recently clouded his profile. He seemed like a fairly safe bet for a post-2025 40-man add entering this season, but lately Stuart has been walk prone and his peak velo (he touched the 96-99 mph range dozens of times last year) is down this year. It's a total anomaly compared to the rest of his career and I'm inclined to believe it's just a small sample blip that will be corrected as Stuart gets further away from his injury. 
Stuart's stuff isn't dominant, and he probably needs to find a better changeup or split to avoid an eventual bulk relief role, but his size, control, and inning-eating ability give him a high floor. He is mostly going to live in the low 90s with both a two- and four-seamer while commanding an average slider to his glove side. His ability to vary his fastball shape helps keep him off the barrel and is a big reason why he's tended to run groundball rates around 50%, though that is also down so far in 2025. Stuart's performance will need to trend up during the second half of the season for him to be added to the Nationals' 40-man. He has fifth starter projection and should debut next year.",,"sa3020264"
,24,"Joe Elbis","ARI","SP","AA",2025,"40","Med",,"23.0194444","6' 1""","150","R","R",2019,"J2","ARI",275000,"Venezuela","Elbis is a wispy Venezuelan righty who has been on the radar as a backend starter for a while. His strike-throwing regressed in 2023, then rebounded in 2024. He features a low-90s fastball/two-plane slider mix most of the time. The arm-side movement of his curveball gives him a weapon against lefties, and an improving changeup might give him a second. Elbis worked 135.1 innings in 2024 and pitched at Double-A for the last six weeks of the year. He is an up/down starter type with the physical characteristics for continued growth that might allow him to fill a stable fifth starter role down the road. He'll likely be in the mix for 2025 spot starts.",,"sa3015216"
,24,"Mason Black","SFG","SIRP","MLB",2025,"40","Med",,"25.8083333","6' 3""","230","R","R",2021,"Draft","SFG",710700,"Lehigh","Black made his big league debut in May of 2024, took a few turns in the rotation, and then was sent back to Sacramento until the very end of August, when he rejoined the big club for the rest of the season. He is just a few days shy of losing rookie eligibility. Black's stuff tends to live at the top of the strike zone and to his glove side; hitters can eliminate the low and arm-side quadrant of the zone when they face him, and that's largely why Black has a backend starter or long reliever grade. He's a low-slot slinger with a tailing, uphill low-90s fastball. Black will pepper the glove-side corner of the plate with a cutter and sweeper, and he tries to mix those against lefties and use his fastball as a chase pitch. He's got two option years left and will likely graduate as a spot starter before settling into a more permanent low-leverage role of some kind.",,"30171"
,24,"Ben Peoples","CHW","SIRP","AAA",2026,"40","Med",,"24.4166666","6' 1""","180","R","R",2019,"Draft","TBR",350000,"Giles County HS (TN)","Peoples is a whippy-armed righty who signed for $350,000 back in 2019 rather than go to Xavier. He has been developed as a starter since entering pro ball, but he's struggled enough with his control to invite a projection to the bullpen, especially now that his 40-man platform year has come and gone. Peoples carried a 1.16 WHIP and 3.42 ERA across 12 2024 Double-A starts before he was shut down with an injury in mid-June and didn't pitch the rest of the season. He has looked healthy during 2025 Cactus League play, as Peoples has been sitting in his usual 93-96 mph range coming out of the bullpen. 
A loose, fluid athlete with a beautiful arm stroke, Peoples' arm action was shortened in 2023, but he's still had trouble throwing strikes. He creates near perfect backspinning action on his fastball, which lives above the zone, and off of that Peoples tries to drop hard, upper-80s slider/cutters into the top of the box. He lacks a plus secondary weapon right now, but his changeup looked good in limited 2024 action, and that pitch might have another gear with time and increased usage. We're betting on Peoples' athleticism and delivery here, and still think he has a future as a fastball-heavy up/down reliever who has a chance to entrench himself in a more regular big league role if one of his secondary pitches improves.",,"sa3011784"
,24,"Felipe De La Cruz","NYM","SIRP","AA",2025,"40","Med",,"24.3472222","6' 0""","160","L","L",2021,"Intl15","NYM",10000,"Dominican Republic","De La Cruz was sitting in the mid-90s as a starter for the last couple of years and threw just over 100 innings each in 2023 and 2024. After beginning the 2025 season in the Double-A rotation, he was quickly promoted, moved to the bullpen, demoted again, and the re-promoted just before list publication. De La Cruz continues to pump mid-90s gas (he'll bump 98), and his slider improved throughout last season and has become his most-used pitch. It's generating plus miss and chase even though De La Cruz is using it to get strike one a lot of the time. He should break into the bigs as an up/down lefty and then will need to sharpen his command to hold down a more consistent middle inning role.",,"sa3016065"
,24,"Michael Darrell-Hicks","LAA","SIRP","AAA",2025,"40","Low",,"27.8833333","6' 5""","220","R","R",2022,"UDFA","LAA",20000,"Jacksonville","A 2022 undrafted free agent from Jacksonville University, Darrell-Hicks moved to the bullpen full-time in 2024 and thrived in a multi-inning role as a strike-throwing sinker/slider/cutter guy; he reached Salt Lake in the middle of the season. He fills the zone with greater consistency than most relievers, his fastball has enough sink to stay off of barrels (Darrell-Hicks generated a 53.6% groundball rate in his 20.2 Triple-A innings), and he commands his two distinct breaking balls (both of which are above-average) with aplomb. This was a nice pickup for the Angels. Darrell-Hicks has a good shot to make his big league debut late in 2025 and compete for a lower-leverage middle-inning role thereafter.",,"31501"
,24,"Anthony Maldonado","ATH","SIRP","MLB",2025,"40","Med",,"27.6527777","6' 4""","220","R","R",2019,"Draft","MIA",125000,"Bethune-Cookman","A very successful three-year starter at Bethune-Cookman, Maldonado's pro career began on a bit of a delay because of the pandemic and an injury that cost him a large chunk of 2021. Despite that, he reached the upper levels of the minors in a relief role very quickly, and he's been dominant from a bat-missing and strike-throwing standpoint for the last couple of years before finally debuting in the majors in 2024 with Miami. He was claimed off waivers after the season. Maldonado hangs his hat on a mid-80s slider that has powerful vertical finish. He throws this pitch more than half the time and supplements it with a low-90s sinker that stays out of trouble because of Maldonado's control. He's begun to incorporate a cutter in order to keep hitters off his fastball, mostly against lefties. Consistent slider command is his ticket to a steady low-leverage relief role.",,"26034"
,24,"Cade Crossland","STL","SP",,2029,"40","High",,"21.6666666","6' 3""","195","L","L",2025,"Draft","STL",729500,"Oklahoma","Short-striding lefty who spent two years at different JUCOs before his lone year at Oklahoma. Lingering back issues from the fall of 2024 might be why he had an ERA over 6.00 as a junior. Changeup feel improved as the season went on and was a dominant pitch the last month, with miss and chase above 50%. Consistent, low-effort feel for changeup location if you buy his late-season look will hold. Was much less reliable early. Throws a gyro slider and spike curveball that blend together in shape and velo. Again, curveball was better late. High-three-quarters slot, low-90s fastball peaking in the 96-97 range during the Red River Rivalry series and SEC tournament. Does this guy have more in the tank and did we start to see a true trajectory of improvement late in 2025? Backend starter look with a shot there's more in the tank.",,"sa3058955"
,24,"Luke Hayden","CIN","MIRP","A+",2027,"40","High",,"22.8222222","6' 3""","195","R","R",2024,"Draft","CIN",197500,"Indiana State","Hayden was set to transfer from Indiana State to LSU, but he threw hard at the Combine (sitting more 96 mph rather than the 93 he averaged during the regular season) and ended up inking a deal with Cincinnati for just shy of $200,000. Hayden's velocity has held so far this spring, as he's been averaging 94 and peaking at 96-97 a couple of times per start at Dayton. He has a violent, high-effort delivery with a very sudden explosion as his arm unwinds like a spiral into a vertical release. Even though his repertoire is designed to support some amount of inefficiency, it's going to be tough for Hayden to consistently throw strikes like this, and he's at a shade under 60% strikes as of list publication. 
Hayden worked with a plus-flashing slider in college and now he's emphasized an upper-80s cutter in pro ball, which he's throwing about seven times more often than he did in college, at 20% usage. Relegated to being the fourth pitch on Hayden's pallet right now is his changeup, which is aided by his whacky, high-effort arm speed. He doesn't create consistent action on it right now, but there's enough arm speed here to project that Hayden will be able to do so eventually. There's a starter's mix here, but there isn't likely to be starter-quality command. Still, it makes sense to develop Hayden as a starter, just in case things click. Even if they don't, he should be a solid long reliever.",,"sa3025504"
,24,"Kendall George","LAD","CF","A+",2028,"40","High",,"20.9222222","5' 10""","170","L","L",2023,"Draft","LAD",1850000,"Atascocita HS (TX)","George is a speedy, compact-framed outfielder with above-average plate discipline. The Dodgers seemed to pivot toward him when Jonny Farmelo was drafted ahead of them by Seattle, and George signed for an under-slot $1.8 million. George has worked hard to get stronger since entering pro ball and his contact quality has taken a bit of a leap at the onset of the 2025 season, but his contact rate remains in the below-average 72% area, the same as in 2024. George can really run and has the potential to be a very good defensive center fielder, but he isn't one right now. His routes and reads aren't crisp, and he allows too many catchable balls to fall in front of him. He's basically too fast to fail completely as a center field defender, but it's fair to wonder whether he'll be so special out there as to pull his overall profile into an impact area without a plus offensive trait. He looks like a good part-time outfielder.","lwpM8dVEICA","sa3022660"
,24,"Carlos D. Rodriguez","ATL","CF","AAA",2025,"40","Med",,"24.8166666","5' 8""","186","L","L",2017,"J2","MIL",1355000,"Venezuela","Rodriguez spent the early portion of his career in the Brewers system, projecting as a slash-and-dash fifth outfielder with great bat-to-ball ability and basically no power or plate discipline. In 2024, his last year in Milwaukee's system before electing free agency and joining the Braves on a non-guaranteed big league deal (he was put on the 40-man), C-Rod slashed .284/.368/.374 split between Double- and Triple-A, then played winter ball in Venezuela. To repackage a joke from last year's write-up, Rodriguez's offensive profile is like a serial killer speed dating: lots of slashing, singles only. His 25 extra-base hits in 2024 tied his career high. He can occasionally turn on a down-and-in pitch, but he's generally geared to spray oppo line drives over the head of the shortstop. He is very difficult to make swing-and-miss; Rodriguez ran an 11.8% strikeout rate, a 93% in-zone contact and a 89% overall contact rate in 2024. Two aspects of Rodriguez's game have been in flux for the last year: His speed has dipped a bit as he's filled out, but his selectivity at the plate has improved to roughly average. He still looked fine in center field during winter ball play in Venezuela, and he should provide the Braves with a viable bench outfielder's skill set.","vcM5bfuL3e4","sa3005478"
,24,"Petey Halpin","CLE","CF","MLB",2025,"40","Low",,"23.3472222","6' 0""","200","L","R",2020,"Draft","CLE",1525000,"St. Francis HS (CA)","Halpin has tracked like a future fifth outfielder for practically his entire pro career based largely on his speed and defense. Even though he has drastically altered his swing since entering pro ball (his stance has really opened up), his offensive profile is very similar to his amateur scouting report. Halpin's swing is geared for low-ball contact, and he tends to inside-out the baseball to left field. His strikeout rates have crept up as he's climbed through the minors, and he's likely to mature into below-average offensive tools, but Halpin's secondary skills will give him roster utility as a fifth outfielder.","wIEKvoOJ1No","27931"
,24,"Yeiker Reyes","COL","CF","A",2028,"40","Low",,"19.9555555","6' 0""","180","L","R",2023,"Intl15","COL",500000,"Venezuela","Reyes is a skills-over-tools center field prospect with some catalytic qualities and deficient present power. He slashed .266/.392/.328 in the Complex League in 2024. Perhaps Reyes' most impressive skill is his plate discipline, which is steely even with two strikes. He's also a plus runner, plays good center field defense, and bunts well. Though he's of medium build and likely to add a fair bit of strength as he matures, Reyes is currently so lacking in power that it's tough to forecast him  for enough pop to play every day. Instead, he has the skills of a good extra outfielder à la Michael Siani or Myles Straw.","Kh49LjpEVUQ","sa3021126"
,24,"Paulino Santana","TEX","RF","A",2030,"40","High",,"18.8722222","6' 1""","170","R","R",2024,"Intl15","TEX",1300000,"Dominican Republic","Santana played a little bit for the Arkansas Sticks travel ball team (Logan O'Hoppe, Jonathan Ornelas, Jaden Hill and many others have worn that uni) and stood apart from all but a few talented U.S. high schoolers at the events he attended. There was a stretch when Santana was connected to the Dodgers, but in the months leading up to international amateurs signing in January 2024, something changed and he suddenly had a $1.3 million agreement with Texas. He spent his first pro season in the DSL (.292 /.465/.364) and has come to the U.S. for the 2025 season. 
Santana is an explosive rotational athlete with a tendency to inside-out pitches to right field. His proclivity for opposite field contact is so extreme that it's actually a bit concerning, as his barrel takes forever to get to a spot where he'd be able to pull the ball with power. The electricity in his hands is exciting, but Santana has enormous hit tool risk because of how long it takes his swing to ignite. There have been times so far in 2025 when he's cut his leg kick and stride completely to try to be on time, but it hasn't worked. He remains in the 40 FV tier as a toolsy, high-risk prospect to monitor for improvements in contact ability.",,"sa3023718"
,24,"Kale Fountain","SDP","3B","A",2029,"35+","High",,"20.1305555","6' 5""","225","R","R",2024,"Draft","SDP",1700000,"Norris HS (NE)","Fountain was a Nebraska prep bat committed to LSU who had one of the more projectable high school frames in the 2024 draft class. The Padres announced him as a third baseman, but there’s a good chance he ends up in the outfield because his hands and actions can be a bit clunky on the dirt. There’s above-average arm strength here and more than enough athleticism for Fountain to be a good outfielder if he has to move. He has only DH'd in Arizona. His offensive profile is built around power. Fountain already shows plus raw power to the pull side and quality bat speed, but not so much feel to hit in games. This is a risky corner prospect with a pretty extreme power-over-hit skill set.",,"sa3067321"
,24,"Alberto Hernandez","HOU","SS","A",2027,"35+","High",,"21.6583333","6' 0""","170","R","R",2022,"Intl15","HOU",950000,"Cuba","It’s nigh impossible to sneak a heater past Hernandez’s compact stroke, and he’s an unfailing, silky smooth defender who is above-average at shortstop. That would normally be enough to drive a soft regular projection at the most important position on the dirt, even if the 21-year-old never showed proceeds from the strength and muscle he’s added in the Astros' development system. But Hernandez has been shifted to a utility workload at Low-A Fayetteville that has him playing more second base than anywhere else. Despite his lack of in-zone miss and a strikeout rate around 16%, Hernandez is fighting the Mendoza line for the second straight year. He struggles badly to track breaking balls and posts miss rates above 30% on almost any brand of spin. The glove is still good enough to keep him relevant on a utility projection for now.",,"sa3018582"
,24,"Brock Moore","SEA","SIRP","A+",2026,"35+","Med",,"25.3722222","6' 6""","230","R","R",2024,"Draft","SEA",200000,"Oregon","Moore was one of the 2024 draft's priority senior signs. He was in Oregon's bullpen all season until they asked him to make a start at the Pac 12 tournament, where he held 96-97 mph fastballs for four innings and change. He also had starter's size at an enormous 6-foot-6, and it seemed plausible he could be a surface-scratching prospect upcycled into the rotation. 
Though he held his 2024 velo in the early going of 2025, Moore is really struggling to throw strikes at Everett and soundly has a relief-only look at this point. His drop-and-drive delivery and low slot creates unusually flat angle on his fastball for a pitcher this size. His delivery has some head violence and inconsistency that causes Moore to scatter his pitch locations all over. Right-handers struggle to pick up his slider out of hand and Moore uses it as a way to get ahead early in counts, and then finish with fastballs. He's a giant guy who has touched 100 this season and, as a recent draftee, still has through 2027 to develop enough command to be put on the 40-man. That seems like a reasonable amount of time for Moore to make some strike-throwing headway.",,"sa3025654"
,24,"Eriandys Ramon","CHC","3B","A",2027,"35+","High",-1,"22.7333333","6' 3""","180","S","R",2023,"Intl15","CHC",90000,"Cuba","Ramon signed in June of 2023, when he was 20 years old, and began 2024 on the complex, where he (and Yahil Melendez) were the tallest, most projectable young hitters on the Sloan Park backfields. Though not especially explosive, Ramon has a terrific skills foundation and a broad-shouldered build that might allow him to add significant strength as he matures. This guys checks an awful lot of boxes we care about. He's a switch-hitter who has demonstrated feel for contact, he has overt physical projection that might lead to more power, and he's a good defensive player. Ramon is a very graceful and athletic shortstop, especially for a 6-foot-3 guy, and if it weren't for his lack of speed, he'd comfortably project to stay there. For now, he's projected as a plus third base defender. 
Ramon's swing is already short to the ball for a young, physically green guy his size. He's on time to pull as both a left- and right-handed hitter, and his lefty swing has natural loft. If Ramon shows up to 2025 camp having gotten meaningfully stronger during the offseason, he could blow up. If there's a volatile aspect of his profile that threatens to undermine his ascent, it's his plate discipline. Though he's behind the developmental curve as he approaches his 22nd birthday, Ramon only has a year-and-a-half of pro ball under his belt, and his frame and (hopefully) his feel for the zone will both improve via strength training and reps. We're excited enough about his feel to hit, defense, and long-term physical projection to put Ramon in this higher-upside FV tier.","yob-4vKksYk","sa3022256"
,24,"Justin Lamkin","KCR","SP",,2028,"35+","Low",,"21.3333333","6' 4""","210","R","L",2025,"Draft","KCR",1160000,"Texas A&M","Three-year (mostly) starter at A&M, walk rate dropped each year, posted 3.4 ERA and FIP as a junior with 2 BB per 9 IP, tied for lowest walk rate among SEC pitchers who threw at least 80 innings. Has plus command of mostly below average stuff. Fastball averages 91-92, peaked at 94 during the final month of the college season. Limited contact quality versus his heater despite below average velocity. Slider 81-85 mph with short, lateral action. Threw 70% strikes with fastball and slider, 60% with changeup. Depth starter look upon entry to pro ball.",,"sa3035887"
,24,"Jorbit Vivas","NYY","2B","MLB",2025,"35+","Low",,"24.5611111","5' 10""","171","L","R",2017,"J2","LAD",300000,"Venezuela","After hitting for plus contact at the lowest levels of the Dodgers system, Vivas began hitting for modest power in 2021 and has hit 10-15 homers each of the last few years. During that time, he was traded to the Yankees and spent 2024, his first year in the org, at Scranton. Vivas broke his orbital bone during spring training and slashed .225/.348/.358 upon his return. Small but strong, Vivas doesn't have big raw power, but he takes a pretty healthy hack for a guy his size and he's maintained above-average contact rates as he's climbed the minors. Where he hasn't progressed is on defense. Vivas is not especially good at either second or third base. He is a bottom-of-the 40-man type who can play a low-impact 2B/3B platoon role on an active roster.",,"23917"
,24,"Daniel Robert","PHI","SIRP","MLB",2025,"35+","Low",,"31.0861111","6' 4""","210","R","R",2018,"Draft","TEX",5000,"Auburn","Robert was a two-way player at Auburn but he mostly hit, throwing fewer than 16 innings in college. He only started pitching full-time in 2018 and then missed time due to the pandemic and injuries, and he was kept alive on the Rangers prospect list for the last couple of years even though he was pushing 30. He was traded to the Phillies for A_ball righty Enrique Segura in 2025 and should play an up/down relief role. Robert throws a ton of strikes with a mid-80s sweeper, a mid-90s fastball (that playsdown due to its shape) and a low-90s cutter. He tends to live on the arm-side half of the plate regardless of count, which is a large reason why his role is somewhat limited. ",,"21229"
,25,"Dean Moss","TBR","RF",,2031,"40+","High",,"19.4555555","6' 0""","180","L","R",2025,"Draft","TBR",1290000,"IMG Academy (FL)","A smaller-framed outfielder who takes monster hacks. Explosive rotator, plus-plus bat speed, but at his size, it takes Moss a ton of effort and elaborate mechanics to produce. Enormous movements, akin to a lefty Javier Báez. Has a hole in his swing up around his hands. Cuts stride with two strikes, fair contact performance with ""round down"" hit tool projection due to the high-effort nature of the swing. Has gotten some center field reps, but is a 4.45 runner and more likely a corner outfielder. Super fun, exciting mid-second round type of prospect.",,
,25,"Esteban Mejia","BAL","SP","A",2029,"40+","High",,"18.5666666","6' 3""","175","R","R",2024,"Intl15","BAL",175000,"Dominican Republic","Mejia didn't throw quite as hard as fellow DSL laser-slinger Keeler Morfe, but he wasn't far off, and his size and delivery are much more typical of a big league starter. Mejia is a projectable 6-foot-3 and was sitting 95-98 at the end of the DSL season. He has a smooth, cross-bodied delivery and a long arm stroke that he struggles to repeat, but his athletic grace and fluidity indicate Mejia has a good shot to polish his command. He'll mix in below-average secondary stuff, mostly a low-90s slider/cutter and changeup. Though he's a work-in-progress as a craftsman, Mejia is comparable to high school pitchers who go somewhere in the pick 35-50 range of any given draft.",,"sa3024583"
,25,"Johan De Los Santos","PIT","CF","DSL",2031,"40+","High",,"17.1861111","5' 11""","160","L","R",2025,"Intl15","PIT",2250000,"Dominican Republic","The brother of Yordany De Los Santos, Johan is speculatively projected to center field here due to his sketchy infield look at the U18 WBSC tournament in August 2024. He ran a jailbreak 3.8 and 4.0 (meep meep) at that tournament, though. That speed will play in center if development on the infield doesn't occur. On offense, De Los Santos' hands are really lively and he rotates with verve through contact. His hands load low and his swing has a late hitch, and it might need adjustment against pro velocity. It's also possible things will simplify for him with strength and maturity, and that it won't take a mechanical overhaul at all. He's a Roman Quinn type prospect who signed for $2.5 million in January.",,"sa3066666"
,25,"Michael Massey","DET","SIRP",,2026,"40","Med",,"22.4888888","6' 5""","230","R","R",2024,"Draft","DET",522500,"Wake Forest","Massey spent his freshman season at Tulane before transferring to Wake. He spent his sophomore season in the Demon Deacons' bullpen and was utterly dominant — 76 K, 41.2 innings — in a long relief role. Massey moved into their rotation in 2024 and struggled with walks. Hamstring and back issues shelved him for about a month, and he was put back into the bullpen upon his return. His stuff is still exciting. Massey has a cut/carry fastball up to 96, he added a vertical curveball in 2024 with plus depth in the 77-80 mph range, and his 81-84 mph slider has short glove-side break. Massey could conceivably be developed as a starter in pro ball, but his body and level of mechanical consistency are more typical fits in the bullpen. Here he's projected as a solid middle reliever.",,"sa3037259"
,25,"Kenny Fenelon","MIL","CF","DSL",2031,"40","High",,"18.0027777","5' 11""","180","R","R",2025,"Intl15","MIL",1300000,"Dominican Republic","Fenelon was the 22nd ranked player on the 2025 international board; he signed for $1.3 million in January and is set to make his pro debut in the DSL. Scouts who really like Fenelon think he has a shot to be Mike Cameron. He is a six-foot quarter stick of dynamite with emphatic pull power against pitches in the down-and-in portion of the zone. He's incredibly twitchy and powerful for a hitter his age and size, and he's also fast enough to have a shot to remain in center field. Where Fenelon's profile gets sketchy is his hit tool. There were scouts who worried the amount of contact he made during their looks was entirely insufficient. At a muscular 6-feet, there isn't a ton of physical projection here, either. Fenelon is fun and toolsy, but he's definitely risky.",,"sa3067474"
,25,"Yordanny Monegro","BOS","SIRP","AA",2027,"40","High",,"22.9638888","6' 4""","200","R","R",2019,"J2","BOS",35000,"Dominican Republic","Monegro was a little slow to leave rookie ball, but once he seemed ready to do so, the Red Sox accelerated his promotion pace and he pitched across three levels in 2023. In 2024, he had something of a bat-missing breakout, K'ing 11 per 9 IP at High-A Greenville while working a career-high 76 total innings. He wasn't added to the 40-man roster and was passed over in the Rule 5 Draft, but he was still on a one- or two-year big league time horizon as a reliever. 
Monegro has a starter's frame at a high-waisted 6-foot-4, but his delivery is erratic and inconsistent, featuring trunk tilt to get him to a high arm slot. He mixes and matches many different pitches with late, nasty movement. He peppers the top of the zone with 94-mph fastballs and upper-80s sliders, then buries overhand curveballs and tail/sink changeups toward the bottom. It's a well-developed pitch mix that at times suffers from imprecise execution. Monegro looks like a useful multi-inning reliever or swingman, but we'll have to wait even longer now because he blew out shortly before this update and needed Tommy John that will likely shelve him for the bulk of 2026. He's a 2026 Fall League candidate and, if he pitches well, should be put on the 40-man after next season and debut in a relief capacity in 2027.",,"sa3015476"
,25,"Dahian  Santos","TOR","MIRP","AA",2026,"40","High",,"22.5972222","5' 11""","160","R","R",2019,"J2","TOR",150000,"Venezuela","Santos has had trouble staying healthy and throwing strikes since his breakout 2022 season, and he seemingly transitioned into a relief role in 2024, though he made two starts to cap his season. The combination of Santos' walks, injuries, and relative lack of physicality shift his projection to the bullpen here. He is a wispy, undersized righty who effectively has a sidearm slot, though Santos' spinal tilt gives him more of a low-three-quarters look and pitch movement. This hurts the effectiveness of Santos' fastball, which has ""dead zone"" spin axis in between one and two o'clock from the pitcher's point of view. His best two offerings are his secondary pitches, and Santos should eventually be able to get big league outs by working heavily off of them. Santos pronates hard over top of his changeup, creating massive sink and tail. It, and his bullet-style slider, both generated plus miss rates in 2024. They split the plate in half laterally and are viable options against hitters of either handedness. Santos still needs to tame his walks; his rates have been in the 13-18% range at each level the last two seasons. There's potential for Santos to be a platoon-neutral long man if he can operate more efficiently, but with his current control quality, he's more in the up/down bucket.",,"sa3015282"
,25,"Teddy McGraw","SEA","MIRP","A+",2027,"40","High",,"23.9194444","6' 3""","210","R","R",2023,"Draft","SEA",600000,"Wake Forest","McGraw had two elbow surgeries as an amateur, missing his senior year of high school with a traditional TJ and his junior year of college with another elbow reconstruction, this time the internal brace procedure that's becoming more common. McGraw showed two above-average secondary pitches and mid-90s velo as a sophomore on Cape Cod and with Team USA, but his velo took a meaningful step forward just before he blew out for the second time, sitting 95-98 mph; at that time, scouts considered his stuff superior to that of Wake Forest teammate Rhett Lowder. McGraw returned in 2024 but only pitched in four games toward the end of the season. His 2025 has already been sidetracked by a flexor tendon strain, which at one point seemed like it might lead to another surgery. After a second opinion, McGraw rehabbed instead, returning to action in mid-May. Over the last month, he has progressed to the point where he's working three innings at a time. 
McGraw's fastball has averaged 95 mph during those rehab outings. He's going to need all of that velo for his fastball to be effective because it has lackluster movement. That and McGraw's injury history are the main factors leading to his relief projection here. McGraw's secondary stuff invites development as a starter because both his slider and changeup are excellent, and give him the tools to compete with hitters of either handedness. His 85-89 mph gyro slider has late two-plane break and has looked better during his recent rehab outings than it did last season. His 89 mph changeup has nasty late tailing action and sink. Though he's a crude strike-thrower, McGraw has missed a large percentage of the last five years and is undoubtedly underdeveloped as a craftsman because of it. He merits a long look as a starter but is more likely to be a good middle reliever, possibly one of the multi-inning variety.",,"sa3025220"
,25,"Jackson Kent","WSN","SP","AA",2028,"40","Med",,"22.6416666","6' 3""","220","L","L",2024,"Draft","WSN",625000,"Arizona","""Jugglin'"" Jackson Kent was a two-sport athlete in Illinois who matriculated to Tucson for college and broke out in his draft year as a redshirt sophomore. Washington challenged him with an aggressive debut assignment and Kent broke camp at Wilmington, where he has thrived during the first half of 2025. 
Kent is a four-pitch lefty straddling the starter/long reliever line because of the effort and violence in his delivery. His head whack is a little uglier than most big league starters, but Kent has four viable pitches and has thrown strikes in both of his two fledgling, high-level seasons as a starting pitcher. A vertical fastball attack and bat-missing changeup headline Kent's repertoire. He decelerates when he throws his changeup, something upper-level hitters might spot. Kent's curveball has tighter break than his slider, but he barely uses it because his changeup has been a preferred option against lefties. If Kent can improve his breaking ball command, then he'll pretty cleanly have a starter's skill set, ugly delivery or not, and again he's relatively inexperienced for his age because he redshirted and relieved as an underclassman at U of A. This is a back-of-the-rotation prospect who looks like a pretty good fourth round pick 12 months after signing.",,"sa3035282"
,25,"Haritzon Castillo","MIN","SS","DSL",2031,"40","High",,"17.5222222","6' 0""","175","S","R",2025,"Intl15","MIN",947500,"Venezuela","Castillo was ranked 39th on the 2025 International Board and signed for just shy of a $1 million in January. He's an advanced contact hitter with a medium, projectable frame and above-average bat speed from both sides of the plate. He's been roving all over the infield so far in pro ball, and it's been tough to get a good, fresh look at him at shortstop during the little bit of DSL play that's taken place thus far, but amateur reports suggest Castillo is a suitable shortstop with enough arm and range. This is a well-rounded player with medium projection whose stock has risen a bit since he signed because of how well he's performing with the bat out of the DSL gate.",,"sa3067692"
,25,"Yu-Min Lin","ARI","SP","AAA",2026,"40","Low",,"22.2194444","5' 11""","160","L","L",2021,"Intl15","ARI",525000,"Taiwan","Lin had an eventful and ultimately triumphant 2024. He suffered a broken jaw and concussion when he was hit by a foul ball at the end of April, which kept him out until June, but he still managed to make 21 starts, work just over 100 innings, and reach Triple-A Reno by the very end of the season. Lin then went to the Arizona Fall League to stay hot as he prepared to be one of Taiwan's starters in the Premier12 tournament. Taiwan made a surprise run to the event's championship game and Lin was handed the ball to face Samurai Japan, which hadn't lost in international competition since 2019. Lin worked four innings of one-hit ball as he and three other Taiwanese pitchers combined for a four-hit shutout and defeat of Japan. It was perhaps the biggest baseball game in Taiwanese history. 
Lin's moxy, confidence (this guy was staring down and jawing with NPB stars during that Premier12 title game) and athleticism are all quite special, but his stuff and command are not. While his delivery has an electricity to it, his arm action is quite long and tough for him to repeat. Very successful starters who sit 88-92 like Lin does tend to have razor sharp command, and while Lin isn't at risk of moving to the bullpen because of strike-throwing issues or anything like that, he isn't exactly a surgeon. Lin's best secondary pitch is his big-breaking 76-79 mph slurve, which is a great strike-stealing pitch for him but not something he can locate for chase. An uphill 85-88 mph cutter and low-80s changeup both tend to sail on Lin, though his four-pitch mix gives him several distinct shapes and speeds with which to attack hitters. More fun than functional at the moment, Lin is still two seasons away from Rule 5 Draft exposure, so he'll operate as upper-level depth without occupying a 40-man roster spot for a while. He should eventually be a consistently rostered fifth starter.","2YC5wqD7X5Y","sa3019278"
,25,"Trent Harris","SFG","SIRP","AAA",2026,"40","Med",,"26.6916666","6' 2""","200","R","R",2023,"UDFA","SFG",20000,"UNC Pembroke","Harris is a former two-way player at UNC Pembroke who kissed Double-A in his first full pro season. He had 105 strikeouts in 79.2 innings of long relief and carried a 1.81 ERA. Harris has a drop-and-drive style delivery with a due north arm slot, which he gets to via tilt in his upper body. It creates natural cut and ride on his mid-90s fastball, which has hovered in the 94-96 mph range since Harris entered pro ball. Off of that he works two breaking balls — a curveball and a slider — which each have subtlety different lateral movement, but mostly downward depth. These breakers flash plus at times, but are easy to spot out of Harris' hand at others. His breaking ball results were closer to average in 2024; neither of them is dominant. Harris has also worked with a splitter, though it's an afterthought in terms of its present usage. Because we're talking about a guy who was a two-way player until after the 2023 draft, there is perhaps space to dream on this splitter improving through reps. Barring that happening to a large degree, however, Harris looks more like a standard middle inning option than a potential high-leverage one.",,"sa3022526"
