Top 100,Org Rk,Name,Org,Pos,Current Level,ETA,FV,Risk,Trend,Age,Ht,Wt,B,T,Sign Yr,Sign Mkt,Sign Org,Bonus,Signed From,Report,Video,PlayerId
,16,"Joe Mack","MIA","C","AAA",2026,"40+","High",,"21.875","6' 1""","215","L","R",2021,"Draft","MIA",2500000,"Williamsville East HS","Mack is a lefty-hitting catcher with a big frame, above-average bat speed, and a grooved, uppercut swing. He was a cold weather amateur who missed a bunch of 2022 with a hamstring strain. His bat path has gorgeous natural loft, and Mack is a loose, explosive rotator, but he tends to swing through the center of the zone and doesn't have especially good feel for the barrel. The good news is that plenty of catchers with 20-grade hit tools end up playing a big league role if they're good enough defenders and get to some power. Mack's size, mobility, the strength of his hands and arm, and the quality of his receiving are all solid long-term fits behind the dish. He has rare raw power for a lefty-hitting catcher and while he'll probably hit between .180-.200 at the big league level, so long as he's getting to the power, Mack will be doing enough to be a backup.",,"sa3017374"
,16,"Tony Blanco Jr.","PIT","RF","A",2027,"40+","High",,"19.4944444","6' 5""","230","R","R",2022,"Intl15","PIT",900000,"Dominican Republic","Blanco is a gigantic corner outfield/first base prospect who had the most present raw power in the January 2022 international signing class. He absolutely towers over his father, who was twice a <em>Baseball America</em> Top 100 prospect but spent most of his pro career in Japan. The younger Blanco signed for $900,000 and barely played in the 2022 DSL before he finally got on the field consistently starting in 2023. 
Blanco’s power continues to drive his profile. His XL frame projects to feature plus-plus raw power at maturity, if not more. This is an athlete with rare size and strength for a baseball player who comps in many ways to Kyle Blanks. Blanco’s bat path is geared towards elevating the baseball, but his early-career strikeout totals have been inflated enough to signal this is going to be a long-term issue for him, so much that it might limit his ability to get to power. In his 40 games in the DSL last season, Blanco struck out 59 times in his 157 trips to the plate (37.8%) compared to just 17 walks. While he’s producing more contact on the Bradenton complex so far in 2024, his strikeout rate is still lingering around 30%. 
Blanco projects to be a below-average defender in the corner outfield spots. He’s also been getting run at first base, but it ultimately doesn't change his profile much if he’s passable at another position that's low on the defensive spectrum. Last year, Eric compared Blanco to Franmil Reyes and that still feels like the most likely outcome, as Blanco remains a volatile, high-variance power-hitting prospect who may not be able to sustain a viable rate of contact in order to root himself in a big league lineup for several years.",,"sa3019722"
,16,"Dyan Jorge","COL","SS","AA",2026,"40+","High",,"21.65","6' 3""","170","R","R",2022,"Intl15","COL",2500000,"Cuba","Jorge left Cuba in 2019 and was eligible to sign throughout 2020, but most of the money for that signing period was already committed. Jorge and the Rockies decided it was mutually beneficial to wait until the next period to ink a $2.8 million deal, a Rockies' record and one of the largest bonuses in the class. As most Cuban signees do even though they're often a little older, Jorge spent his first pro season in the DSL for tax purposes. At age 20, he was a bit old for his 2023 complex-level assignment and torched pitching there. I got overzealous and prematurely elevated Jorge, who has immense physical projection and a body in the Fernando Tatis Jr. mold, into the back of the Top 100. 
As he's been promoted to full-season affiliates some of his issues have become more apparent. He's more smooth than explosive and doesn't have the arm strength or range to comfortably project at shortstop, though he does have the flexibility and actions. His inside-out swing makes it difficult for Jorge to turn on anything and it might be tough for him to actualize whatever power he grows into because of the way his mechanics work. His bat-to-ball track record has been impressive even though his swing is atypical. I'm skeptical that will continue, but I'm still sky high on Jorge's long-term power projection because of his build. I'd like to see him tried in center field and will be keyed to identify a swing change if the Rockies make one. College hitters with this kind of profile tend to be third and fourth round prospects — they're not fully-actualized baseball players but they have rare physical ability or projection, and that's how Jorge is graded here.",,"sa3018387"
,16,"Adrian  Bohorquez","MIN","SP","A+",2027,"40+","High",,"19.6916666","6' 1""","190","R","R",2023,"Intl15","MIN",,"Venezuela","Bohorquez looks, rather soundly, like the best pitcher on the Twins' Florida complex roster and like one of the higher-upside arms in the entire system. The physically mature righty will command a 92-96 mph fastball that sometimes has 19 inches of vertical break. Off of that he locates an upper-80s cutter to his glove side and then pulls the rug out from under hitters with a slower, mid-70s curveball that features 2,800 rpm of spin on average. He is going to carve up complex-level hitters all summer with this kind of stuff and, based on how advanced his feel for location is, he might not meet any resistance until he reaches High- or Double-A. Look for Bohorquez to develop something with some arm-side action like a split or changeup, something he can use to thwart lefties. That's virtually the only thing standing between him and a contender's no. 4 starter projection.",,"sa3021501"
,16,"Chandler Champlain","KCR","SP","AAA",2025,"40+","Med",,"25.3027777","6' 5""","220","R","R",2021,"Draft","NYY",150000,"USC","Champlain was part of three-player package acquired from the Yankees in exchange for Andrew Benintendi at the 2022 trade deadline. Last year was Champlain's first full season in the Royals system and he logged 135.1 frames split nearly equally between Quad Cities and Northwest Arkansas, posting a 3.33 ERA while striking out 125 (22.8%) and walking only 43 (7.8%). This season, he started the year in Double-A, where he struck out 48 batters in 36 innings before being promoted to the rotation in Omaha. He’s thrown just over 40 frames in Omaha, where he’s not fanning batters at the same pace he was in the Texas League and has seen his walks tick up above 10%. 
Champlain has a medium arm circle with a clean path, and he throws from a high release point that generates solid backspin and carry on his 93-96 mph four-seam fastball. When Champlain is working his heater near the top rail of the zone, it holds its plane well enough to stay above the swings of opposing hitters and generate whiffs, but it lacks that same hop when it isn't elevated. His 78-81 mph curveball is a vertically oriented 2,700 rpm breaker that routinely shows above-average tightness, and it's ideal for tunneling off of his elevated fastball. The other breaking ball in his arsenal is a short-tilting slider at 83-87 mph that shows solid bite on occasion. Champlain's changeup (84-89 mph) mostly shows minimal, low-impact action in the form of slight fade that batters have an easy time identifying. 
Champlain's mix matches up well against same-side hitters, but his changeup quality lags behind his other pitches to such a degree that he'll be forced to lean heavily on his fastball/curveball combo when facing left-handed hitters. Champlain is nearly ready to be a bulk-inning, back-of-the-rotation piece, one who could use another way of attacking lefties.",,"sa3018138"
,16,"Calvin Harris","CHW","C","AA",2026,"40","Med",,"22.9916666","6' 2""","205","L","R",2023,"Draft","CHW",600000,"Ole Miss","Harris is a well-rounded, lefty-hitting catcher with a great swing and an impressive college slash line during his career at Ole Miss. He’s short to the ball, which allows for good zone coverage, including against the upper and outer edge heaters that many freshly drafted prospects struggle with. After being drafted in last year’s fourth round, he spent a short while on the complex, then moved up to Low-A for a 30-game stint and wasn't phased by professional pitching, finishing the year right around league average. He posted an impressive 17.7% strikeout rate during that time that he nearly matched in walks (15.4%). He was stationed behind the dish in 23 of those games and saw opposing baserunners swipe 33 bags on him, as his arm is only so-so for a catcher. But his swing is very good and his demonstrated ability to hit to all fields should buy him some time to develop defensively, and may ultimately be solid enough for him to slot in as an everyday catcher despite the middling defense.",,"sa3022496"
,16,"Everson Pereira","NYY","LF","MLB",2024,"40","High",,"23.5888888","5' 11""","210","R","R",2017,"J2","NYY",1500000,"Venezuela","I have fairly substantial concerns about Pereira's hit tool and long-term physical projection, which is why I have him evaluated less enthusiastically than what readers may have anticipated. Pereira has struck out at a nearly 30% clip his entire minor league career. He swings hard and has plus power already at age 22, but his hands aren't particularly deft or precise, and his swing is kind of stiff and clunky in a way that leaves him vulnerable to several common pitch-type and location combinations (especially fastballs up, and including lots of sliders that don't quite turn the corner). Because we're talking about a left field-only defender, the offensive margin for error here is pretty slim. Will Pereira be able to consistently get to enough of his power in games to be a valuable contributor, even if it's just as the righty half of a corner outfield platoon? I buy that he could have an Aristides Aquino-style peak in him, but over time I expect that the issues with the hit tool will make him tough to roster. You could point to Pereira's early-career loss of reps due to injury and the pandemic (he signed in 2017, and by the end of 2021 had played just 109 games) as a context-driven reason to project on his hit tool. That's reasonable. But Pereira's tightly wound, muscular build is relatively maxed out for a 22-year-old and I think there's a chance he stiffens and slows sooner than is typical, so even if his hit tool levels up, his peak window might end up being short for a totally different reason. With the Yankees' current roster, Pereira, who got a 27-game cup of coffee in 2023, has a chance to earn an extended big league opportunity in 2024. Still, I think it's much more likely that Oswaldo Cabrera bounces back and claims left field for his own, or that the optionless Estevan Florial (whose swing looked different late in 2023) gets a longer initial look than Pereira, or that Austin Wells can't catch and ends up entrenched in left field, than I think it is that things will click for Pereira.",,"23695"
,16,"Walbert Urena","LAA","SIRP","AAA",2026,"40","High",,"20.7972222","6' 0""","170","R","R",2021,"Intl15","LAA",140000,"Dominican Republic","Urena spent the entire 2023 season in the starting rotation at Inland Empire, where he covered 98.2 frames while striking out 21.7% of batters and walking 13.5% on his way to a 5.66 ERA as a 19-year-old. The easy effort in Urena’s delivery is starter-like, but his erratic strike throwing pushes his profile to the bullpen rather emphatically. Urena already sits 94-98 and touches 100 mph, and that velocity is likely to tick up in a single-inning role where he could air it out in short bursts. Urena’s changeup projects to be his best secondary pitch. He does a good job of mirroring his fastball arm speed when he throws it, the pitch shows significant depth and fading action, and he can deploy it against hitters of either handedness. The third pitch in Urena's mix is a slider that more often than not has fringe-average tightness; its shape often varies due to his inconsistent timing and tendency to get on the side of the breaker. We love Urena's stuff in some ways but are skeptical about it in others (he weirdly tends to get swings and misses in the bottom of the zone and nowhere else), and we consider him more likely to be a middle relief prospect who won’t be trusted in leverage situations due to his control issues.",,"sa3018298"
,16,"Lyon Richardson","CIN","MIRP","AAA",2024,"40","Med",,"24.8166666","6' 2""","192","S","R",2018,"Draft","CIN",1997500,"Jensen Beach HS (FL)","Richardson has dealt with intermittent arm issues as a pro. His stuff was down some in 2019 before he had a velo spike while doing remote work in Florida during the 2020 shutdown. He struggled in 2021 and had Tommy John in September of that year, which kept him out for the entire 2022 regular season. Richardson rehabbed quickly enough to throw during 2022 instructs, where he showed more arm strength than ever before; he carried that velocity into 2023, albeit on a pretty strict innings count. He sat 96-97 from a short-striding, three-quarters arm slot that would look typical if not for Richardson's buff, T-Rex-looking build and the terse pacing of his mechanics. This spring, his velocity seems to be down a little bit, especially later in outings, when Richardson's velo drops from the 96-97 area to 92-94 (Statcast's auto pitch tagging has misclassified many of his fastballs as changeups early in 2024). 
He's a tightly wound athlete who struggled to throw strikes down the stretch of 2023 and that has also continued into this season. His best pitch is his tailing upper-80s changeup, which has a great amount of movement but can suffer from Richardson's sudden lack of feel for location. He also has a loopy 12-to-6 curveball in the 79-82 mph range and a low-80s slider that he struggles to control. All of these pitches are fine on their own but none of them fits particularly well with one another, and this is exacerbated by Richardson's overall lack of control. It's possible he can improve his command as he gets further away from surgery, but based on Richardson's arm strength and injury history, it might be best to just bullpen him and let him try to bully opposing hitters in the middle innings.","A6viDU8LwwU","24581"
,16,"J.T. Ginn","OAK","SP","MLB",2024,"40","Low",,"25.4777777","6' 2""","200","R","R",2020,"Draft","NYM",2900000,"Mississippi State","Good news here, as Ginn has looked healthy for the first time in a while during the spring of 2024. He has had a litany of arm issues during his time as a prospect. He underwent Tommy John surgery just before the shutdown in 2020, though that didn't deter the Mets from selecting him in the second round of that year’s draft. He was traded to Oakland for Chris Bassitt before the 2022 season. Forearm soreness cost him a chunk of that season, and he showed reduced velocity and poor command upon his return, only to be shut down two more times in quick succession with forearm soreness last year. Early on in 2024, Ginn has more often been in the 92-95 mph range and his command has rebounded. He has a drop-and-drive delivery and a vertical arm slot, but he tends to work with sink and not ride, atypical of a delivery like his. The latter part is most important because Ginn needs to have pinpoint command for his modest secondary stuff to play. He has an average 83-85 mph slider, can lob his curveball in the zone for a strike, and has a firm, upper-80s changeup that he doesn't yet have feel for post-injury. Ginn looks to be in great shape, and the balance, cadence, and consistency of his delivery make me buy that he'll command the baseball well enough to be a fifth starter.","cqH8dHsLdMQ","27889"
,16,"Paulino Santana","TEX","RF","A",2030,"40","High",,"17.9861111","6' 1""","170","R","R",2024,"Intl15","TEX",1300000,"Dominican Republic","There was a time when my sources connected Santana to the Dodgers, but in the months leading up to international amateurs signing in January, something changed and he suddenly had a $1.3 million agreement with Texas. Santana played a little bit for the Arkansas Sticks travel ball team (Logan O'Hoppe, Johnny Ornelas, Jaden Hill and many others have worn that uni) and stood apart from all but a few talented U.S. high schoolers at the events he attended. He's an explosive rotational athlete with a tendency to inside-out pitches to right field. His proclivity for opposite field contact is so extreme that it's actually a bit concerning, as Santana's barrel takes forever to get to a spot where he'd be able to pull the ball with power. He has the best feel to hit of any of the Rangers' DSL prospects and is also among the most projectable.",,"sa3023718"
,16,"Nikau Pouaka-Grego","PHI","2B","A",2027,"40","High",,"20.1638888","5' 10""","175","L","R",2022,"Intl15","PHI",250000,"New Zealand","After he hit .301/.424/.466 on the complex in 2022, Pouaka-Grego suited up for the New Zealand national team during the WBC qualifiers in September and was set to play for the Adelaide Giants in the Australian Baseball League over the winter, but he tore his ACL after just four games and did not play in 2023. 
The Kiwi Rake is similar to Bergolla, just not as good a defender. He was perhaps the Phillies' most exciting complex-level prospect in 2022, as he made searing all-fields contact throughout extended spring training and then again during the complex season proper, walking as much as he struck out and barely ever swinging and missing. He's a compact, short-levered lefty stick with fantastic barrel feel and hand-eye coordination, as well as enough physicality to do doubles damage right now. Additionally, Pouaka-Grego has a coherent two-strike approach, ditching his leg kick once he's deep in counts, spoiling tough pitches, and grinding away at opposing pitchers until he gets something to put in play. Because he is not physically projectable, it's likely that NPG's hit tool will need to carry most of the water if he's going to be an impact player, but all the early-career indicators here suggest that's plausible. While Pouaka-Grego is short, he isn't small, and his lower body is especially muscular and strong, so he's not in danger of lacking big league physicality as much as it's tough to project that he'll have big raw power at maturity.","LEmUdrRfsno","sa3018959"
,16,"George Valera","CLE","RF","MLB",2024,"40","High",,"23.9972222","6' 0""","200","L","L",2017,"J2","CLE",1300000,"Dominican Republic","Valera has only had one completely healthy full season in pro baseball since signing in 2017, and already had another hamstring injury during 2024 spring training. In 2023, it was a combination of a strained hamstring and broken hamate that limited him to 79 games and a career-worst line on offense. I'd usually be inclined to ignore offensive performance immediately following a hamate surgery, but Valera's injury track record has now become long enough to reconsider his grade. He's historically whiffed at rates right near the bottom of what is viable for a big league corner outfielder, and it's imperative that his plate discipline and power play like plus attributes if he's going to reclaim the luster of a strong side platoon option on a good team. 
Valera has a sweet looking (but not especially practical) lefty stroke with considerable low ball loft. He swings underneath a ton of high fastballs and pitches on the outer third, enough that he ran a sub-70% contract rate. On defense, Valera's feel for center field is pretty good, but his speed and range are not. He makes lots of tough reads off the bat look easy, and also often cedes ground to his corner outfielders on gappers because he isn't fast enough to get there. He could play center field in a pinch but is better in right, where his excellent arm can consistently impact the game. Valera doesn't quite have the monstrous physical tools of a Josh Lowe or Will Benson type, and so he falls behind them in the pecking order as a second-division corner platoon option.","kGbEJq13Uzw","22541"
,16,"Kadon Morton","ATL","SP","",2026,"40","High",,"23.9805555","6' 1""","195","R","R",2019,"Draft","ATL",447500,"Seguin HS (TX)","Drafted as a high school outfielder in 2019, Morton flamed out as a hitter in 2023 and has switched to pitching in 2024. He's an elite athletic mover on the mound, has one of the more picturesque deliveries you'll see, and generates seven feet of extension. The raw material Atlanta has to work with here is very, very exciting, and even though Morton isn't throwing all that hard immediately upon conversion, the potential for growth in this area is substantial because of how gorgeous his delivery is. As I've written many times before at the site, successful conversion arms tend to get good pretty quickly, and it's important to monitor Morton's velocity over the next year or so (he's only made six appearances as of this writing) for progress, especially when he arrives for camp next year.",,"sa3010870"
,16,"Landen Maroudis","TOR","SP","A",2028,"40","High",,"19.9055555","6' 3""","190","R","R",2023,"Draft","TOR",1500000,"Calvary Christian HS (FL)","Maroudis signed for a sizable $1.5 million in order to eschew a commitment to NC State. Basically skin and bone on the 2022 showcase circuit, he looked meaningfully stronger during the spring of 2023, with fastball velos more often in the 93-95 mph range than the summer before when he would only peak there on occasion. The upshot angle of his heater gives it a shot to play at basically any velo in the 90s. Maroudis' breaking ball quality is only okay; it tends not to have nasty bite or depth, but it does have long break at times. His changeup is identifiable out of the hand right now, but Maroudis has feel for creating action on it. Relatively advanced fastball command and a three-pitch foundation gives him a shot to start, but his breaking ball is more a potential big league weapon than a present one, and the cement is closer to dry on his frame than last summer. Maroudis did not pitch after the draft and folks should key in on any alterations to his secondary stuff next spring.",,"sa3023351"
,16,"Tavian Josenberger","BAL","CF","AA",2026,"40","Med",,"23.0527777","6' 0""","185","S","R",2023,"Draft","BAL",603000,"Arkansas","Josenberger had two solid underclass seasons at Kansas and then experienced a power breakout as a junior at Arkansas. After seeing action at a few positions while he was a Jayhawk, Razorback Josenberger played exclusively in center field, and he looked good enough out there that the Orioles would have been justified in playing him there every day in pro ball. Instead, defensive versatility has become Josenberger’s calling card, as he’s looked more than capable of handling all three outfield spots as well as the keystone position in the professional ranks. His above-average speed and efficient routes allow him to cover both gaps in the grass, while his hands and lateral range project to be solid-average at second base. 
Josenberger is a switch-hitter who does a good job of not expanding his zone, but neither his left- nor right-handed swing produces authoritative contact despite his sweet looking ability to rotate through contact. He is putting the ball in play a ton and has a swinging strike rate below 7% so far this year, but the look of Josenberger's barrel feel is not quite that strong. He looks to be headed for a defense-driven bench utility role.",,"sa3022808"
,16,"Filippo Di Turi","MIL","SS","A",2028,"40","Med",,"19.0083333","5' 11""","165","S","R",2023,"Intl15","MIL",1300000,"Venezuela","Among Milwaukee's more prominent 2023 international signees was Di Turi, who acquitted himself pretty well in his DSL debut. He's a well-rounded teenage shortstop who is very likely to remain at the position and has a chance to be an impact defender there. The contact and on-base skills to support a utility profile are present, and Di Turi has enough body projection to be optimistic about him developing big league-level physicality, though probably not enough to be a star. He's a high-floored utility infield prospect with a puncher's chance to be a regular if the offensive components improve as he matures.",,"sa3021093"
,16,"Kavares Tears","SDP","RF",,2027,"40","High",,"22.2138888","6' 0""","200","L","L",2024,"Draft","SDP",525200,"Tennessee","Two-sport high schooler (football), related to former big leaguer Justin Maxwell and NFL linebacker Dont'a Hightower. Didn't see consistent playing time at Tennessee until his redshirt sophomore year. Slashed .320/.418/.620 at Rocky top, hit 20 homers in 2024 but also struck out at a 25% clip. Big time physicality for a prospect with a smedium frame. Plus bat speed and strength, all-fields power. His name is pronounced like what comes out of pitchers' eyes when they miss middle-middle to this guy; he posterizes pitches in the heart of the zone. Swing is geared to do damage with big uphill plane, leaving Tears vulnerable to high fastballs. Severe secondary pitch recognition issues magnify his strikeout risk. Not a burner and has very little centerfield experience, but made some ridiculous plays around the wall during the college postseason. Worth a try in center in pro ball to see if he takes to it. More likely a good right fielder with a big arm. Corner platoon ceiling with scary contact profile, bat-to-ball skills might improve via reps he hasn't had yet.",,
,16,"Yohandy Morales","WSN","1B","AAA",2026,"40","High",,"23.0916666","6' 4""","225","R","R",2023,"Draft","WSN",2600000,"Miami","Morales arrived on Miami's campus with a ton of profile because 6-foot-3 infielders with plus power and arm strength don't typically make it to school. After a somewhat disappointing freshman season, Morales improved in each subsequent year and finished his career in Coral Gables with a god-like .408/.475/.713 line. His early pro look has been somewhat troubling. Morales has been chase prone, has underlying contact issues, and has quickly trended down the defensive spectrum. Now playing first base most often, Morales grew to about 225 pounds at Miami, and his large, strong, nearly maxed out frame could make a regular return to third base difficult. There’s notable length in Morales’ swing and he employs a low-slot hand entry that greatly hinders his ability to adjust within the zone. His chase and contact rates have both been comfortably below average so far as a pro and Morales has had trouble getting to his home run power, though we believe that part of his profile is still strong and a key to him having any big league role at all. Nearly all of Morales’ profile hinges on his in-game power production, and it’s hard to see him putting up the necessary offense to warrant an everyday role at first base. Morales is tracking towards a bench corner-infield role long-term.","5MnLngWmO9A","sa3022672"
,16,"Jeter Martinez","SEA","SP","A",2028,"40","Med",,"18.7388888","6' 4""","220","R","R",2023,"Intl15","SEA",600000,"Mexico","Martinez presents an interesting projection dichotomy because he's very young and big, but he's also a slow-twitch athlete who has quickly filled out. He's listed at 6-foot-4, 180 pounds on his official MiLB player page but is more likely in the 215-220 pound range already. More graceful than he is explosive, Martinez shows good balance over his front side throughout his delivery, but he struggles to control his long levers and his release point wavers. Even if Jeter doesn't end up throwing much harder as he matures, he's already living in a pretty good range. Based on his athleticism and capacity for movement, I'm inclined to believe he'll throw harder over time. His fastball has two-seam shape and pairs pretty nicely with his 80-85 mph two-planed slider, which flashes huge bat-missing sweep. Were Martinez a domestic draft prospect, he'd compare to the sorts of players who get a $1 million bonus, give or take. He has pretty standard developmental boxes to check (command is the big one, with a better changeup next) and possesses a little less twitch and explosion than same-aged prospects with big time ceiling tend to.",,"sa3021738"
,16,"Paul Wilson","DET","SP","A",2028,"40","Med",,"19.9194444","6' 3""","205","R","L",2023,"Draft","DET",1700000,"Lakeridge HS (OR)","Wilson is a solid high school lefty starter prospect with low-to-mid-90s heat and a good breaking ball, the sort who tends to get about $1 million - $1.5 million. Wilson signed for $1.7 million and did not pitch after the draft. He has a little less physical projection than is ideal from a high school prospect, but Wilson was throwing quality strikes with 92-94 mph velo. Aside from some inconsistency getting over his front side, his delivery is repeatable and consistent, and he'll likely throw enough strikes to start. A mid-to-upper-70s curveball has average depth and middling consistency. There's a perfectly fine foundation for a slow-developing no. 4/5 starter prospect here.",,"sa3023596"
,16,"Chase Meidroth","BOS","3B","MLB",2027,"40","Med",,"23.3027777","5' 10""","170","R","R",2022,"Draft","BOS",272500,"San Diego","Little Meidroth was absurdly difficult to strike out in college and had more walks than strikeouts throughout his career, slashing .319/.430/.519 at San Diego. His diminutive frame and lack of a clear position (his throwing accuracy from second base was pretty wild) pushed him to the 2022 draft's fourth round. Meidroth has more or less coasted to Triple-A before his 23rd birthday while producing absurd OBPs, just over .420 throughout his pro career. 
There are a handful of guys in the minors with this kind of profile: extreme contact and on-base ability undercut by a lack of power and defensive utility. Chase, ironically, Meidroth does not. He has fantastic plate discipline and is chasing at only a 20% clip so far in 2024, which is an improvement on his already excellent 2023 rate. He's also really hard to make whiff. His compact stature aids in this because it keeps his swing short, but he also has great hand-eye coordination and bat control. He has a minor league leading 2.7% swinging strike rate in 2024 and is putting balls in play five times as often as he's swinging and missing. Meidroth will tomahawk the occasional high pitch with extra base power, but most of his contact is of the low-lying variety, with lots of oppo pokes and slaps. It's pleasing to watch, but isn't especially impactful. Baseball Savant's minor league statcast data has Meidroth with a .321 xSLG this year. It's pretty rare for hitters who slug under .400 to carry elite OBP skills into the big leagues for an extended stretch; there really aren't any long-career hitters with OBP north of .400 whose slug is below it the last 20 years or so. Jamey Carroll's offensive output is a pretty good proxy for what to expect from Meidroth — it's enough for him to be a big league role player but probably not a Steven Kwan sequel despite the swinging strike excellence. 
Defensive versatility is going to be important to roserting Meidroth consistently and he's been playing 2B/SS/3B this year. He lacks typical middle infield range, athleticism and arm strength, but his hands around the bag are pretty good and Meidroth's throwing issues from college have subsided. He looks most comfortable at third base and is below-average at second. This is a very fun role-playing infield prospect who is in line to be part of Boston's part-time 3B/2B mix if Rafael Devers moves to first base. Meidroth doesn't have to be put on the 40-man until after 2025.",,"31580"
,16,"Jhonny Level","SFG","2B","A",2030,"40","Med",,"17.6194444","5' 10""","160","S","R",2024,"Intl15","SFG",998000,"Venezuela","Level signed for just shy of $1 million in January and will begin his career in the 2024 DSL. He is barely 17 as of Giants list publication but already very strong. He's built like Jasson Domínguez was as an amateur, with huge pythons, pecs, and traps. Still, a lack of arm strength will likely limit him to second base, putting pressure on his offensive tools to be loud enough for him to be an everyday player. As you can imagine, there's practically no raw power projection here because Level is already so strong and maxed out. The good news is scouts like his hit tool enough to give him a puncher's chance to be an everyday guy. ",,"sa3023898"
,16,"Zach Cole","HOU","CF","MLB",2027,"40","High",,"24.2722222","6' 2""","190","L","R",2022,"Draft","HOU",97500,"Ball State","Cole, a 10th-round selection out of Ball State in 2022, had a productive 2023 that saw him cover both of the Astros A-ball affiliates and slash .258/.380/.489 with 37 steals and 19 homers, though he did carry a 31.8% strikeout rate for the season. We love Cole's build and explosive brand of athleticism, which is most evident when he's throwing and taking his best swings. He creates loft in his path from his first move, which results in him doing the most damage on balls in the lower quadrants of the zone. He lacks the ability to adjust and manipulate his barrel, both of which meaningfully contribute to inflated strikeout totals that will probably always be an issue for him.
Cole has gotten plenty of run at all three outfield spots. He has the pure speed to play center field, but he doesn't have great feel for the position. This guy isn't rushing to the big leagues; Cole is a toolsy, older dev project who has exciting power-hitting ceiling for a potential center fielder. He could be a luxury part-time outfielder who has a righty-mashing peak with 15 homers and steals, but his profile still has a lot of risk and variance for a 23-year-old at Double-A.",,"31583"
,16,"Will Sanders","CHC","SP","AAA",2026,"40","Low",,"22.6166666","6' 6""","208","R","R",2023,"Draft","CHC",600000,"South Carolina","Sanders had a down 2023 junior spring because of an injury to his knee and lower fibula that caused him pain during the season even before he was shut down for most of May and after the draft. His pro debut came with an assignment to High-A South Bend, where Sanders has looked like he did in college. He can work the angle of his fastball past hitters at the letters even though he doesn't throw incredibly hard, and both of his breaking balls are capable of missing bats when he executes location, which he tends to do. His fastball is pretty vulnerable in the strike zone, so Sanders doesn't have a great way to get ahead of hitters. He tends to use his changeup as an action pitch in the zone just to show a different look, and early in 2024, that offering has also been pretty hittable. Improving his breaking ball demarcation (there are definitely two different pitches here, they just run together) as a pro might also help with this. The entire package presents a pretty low variance backend starter look.",,"sa3023508"
,16,"Dom Hamel","NYM","MIRP","MLB",2025,"40","Med",,"25.6944444","6' 2""","206","R","R",2021,"Draft","NYM",755300,"Dallas Baptist","Hamel is a five-pitch righty with an inefficient style of pitching that will probably relegate him to the bullpen on a competitive roster. Hamel's bread and butter pitch is his mid-90s fastball, which has plus vertical riding life and misses bats at the letters. After that, Hamel mixes in three different breaking balls that are spread across a 17-mph gap. His slow, mid-70s curveball was once his best secondary pitch, but as he's progressed in pro ball, a mid-80s sweeper and upper-80s cutter have surpassed it in usage. Hamel's cutter is the newest of these and his inexperience with the pitch shows in his lack of feel. The near-perfect vertical shape of his curveball should give Hamel enough of a weapon against lefties for him to play a multi-inning role.",,"30153"
,16,"Andre Granillo","STL","SIRP","MLB",2024,"40","Med",,"24.5","6' 4""","245","R","R",2021,"Draft","STL",125000,"UC Riverside","Granillo’s entire three-year college career at UC Riverside amounted to just 55.2 innings thanks to the pandemic-shortened 2020 season and him making just eight relief appearances in 2021 as a redshirt sophomore. He was sitting 88-91 mph at the time, but in 2022, Granillo had a six-tick velocity spike that he has sustained as a pro. He is a strong, broad-framed right-hander who attacks hitters from a high arm slot using mostly his fastball/slider combo (he'll mix in a changeup against lefties on occasion). He spent the bulk of 2023 pitching at Double-A Springfield before throwing his final 13.1 frames in Memphis, fanning 30.1% of batters and only allowing 52 hits over his 68-plus innings. Granillo’s fastball sits between 92-96 and lives in the upper quadrant of the zone where it plays best, though it’s a very hittable offering when it’s not elevated and Granillo's command is far from tight. The headliner here is his two-plane slider, which has late enough break to be an effective chase pitch, and Granillo also has average feel for landing it in the zone. He almost exclusively throws his changeup to lefties, and the offering's fade and sinking action is able to run away from their bats. Granillo has short-burst middle-relief role written all over him, and is a likely 40-man add post-2024 if he can sustain his current level of performance.",,"29542"
,17,"Jackson Baumeister","TBR","SP","AA",2026,"40+","Med",,"22.3388888","6' 4""","226","R","R",2023,"Draft","BAL",1610000,"Florida State","Baumeister came to Florida State with a lot of profile and ran an ERA over 5.00. He was still an interesting draft prospect because of his uncommon athleticism and vertical fastball ride. Baumeister’s 92-95 mph four-seamer consistently stays above hitters' bats due to its ability to hold it’s plane and carry through the zone. He doesn't locate it precisely, but he has feel for elevating it in general, which is fine considering its life. His curveball is a 12-to-6 downer with significant depth that blends well with his elevated four-seamers out of the hand. Baumeister's slider will show a couple of different shapes. Some have more of a downer shape with slight horizontal tilt, while others have deeper, slurvey-shaped action. There’s also a fading changeup in the mix that he throws with good arm speed, with his best ones showing depth to go along with the horizontal action. Presently, Baumeister heavily relies on hitters expanding their zone against his secondary offerings and he'll need to improve his consistency as he faces more advanced hitters. This is an exciting arm who is a bit rough around the edges, but he has no. 4 starter upside if he can overcome or improve on his below-average command.",,"sa3023471"
